Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.215003,1620200000.0,,,1157400000.0,118000000.0,1620200000.0,1502200000.0,-27800000.0,27800000.0,1157400000.0,1157400000.0,2113400000.0,,,,,1157400000.0,1157400000.0,0.0,1157400000.0,1157400000.0,1157400000.0,317000000.0,1474400000.0,912900000.0,-27800000.0,27800000.0,589300000.0,2113400000.0,262100000.0,118000000.0,118000000.0,2702700000.0,2702700000.0,2024-03-31
0.0,0.239147,1352200000.0,,,920100000.0,121200000.0,1352200000.0,1231000000.0,-21700000.0,21700000.0,920100000.0,920100000.0,2168000000.0,85036969.0,85036969.0,10.82,10.82,920100000.0,920100000.0,0.0,920100000.0,920100000.0,920100000.0,289200000.0,1209300000.0,748500000.0,-21700000.0,21700000.0,482500000.0,2168000000.0,261700000.0,121200000.0,121200000.0,2650500000.0,2650500000.0,2023-12-31
0.0,0.220545,1066900000.0,,,717800000.0,122100000.0,1066900000.0,944800000.0,-23900000.0,23900000.0,717800000.0,717800000.0,2240500000.0,85047393.0,85047393.0,8.44,8.44,717800000.0,717800000.0,0.0,717800000.0,717800000.0,717800000.0,203100000.0,920900000.0,579200000.0,-23900000.0,23900000.0,365600000.0,2240500000.0,264600000.0,122100000.0,122100000.0,2606100000.0,2606100000.0,2023-09-30
161544698.897371,0.214023,426100000.0,754800000.0,754800000.0,834000000.0,100400000.0,1180900000.0,1080500000.0,-19400000.0,19400000.0,240744698.897371,834000000.0,2203300000.0,85102041.0,84756098.0,9.8,9.84,834000000.0,834000000.0,0.0,834000000.0,834000000.0,834000000.0,227100000.0,1061100000.0,59200000.0,-19400000.0,19400000.0,266500000.0,2203300000.0,277400000.0,100400000.0,100400000.0,2469800000.0,2469800000.0,2023-06-30
0.0,0.126893,1073600000.0,,,836000000.0,90000000.0,1073600000.0,983600000.0,208800000.0,26100000.0,836000000.0,836000000.0,2075300000.0,,,,,836000000.0,836000000.0,0.0,836000000.0,836000000.0,836000000.0,121500000.0,957500000.0,-676000000.0,208800000.0,26100000.0,250000000.0,2075300000.0,-46000000.0,90000000.0,80400000.0,2325300000.0,2325300000.0,2023-03-31
,,,,,,,,,,,,,,84915445.0,84344905.0,8.87,8.93,,,,,,,,,,,,,,,,,,,2022-12-31
66655611.150822,0.082332,865500000.0,809600000.0,809600000.0,1412200000.0,117100000.0,1675100000.0,1558000000.0,-19100000.0,19100000.0,669255611.150822,1412200000.0,2116400000.0,85072289.0,85072289.0,16.6,16.6,1412200000.0,1412200000.0,0.0,1412200000.0,1412200000.0,1412200000.0,126700000.0,1538900000.0,59100000.0,-19100000.0,19100000.0,689300000.0,2116400000.0,270600000.0,117100000.0,117100000.0,2805700000.0,2805700000.0,2024-06-30 00:00:00
160797422.339722,0.15141,894700000.0,1062000000.0,1062000000.0,1540700000.0,117300000.0,1956700000.0,1839400000.0,-23800000.0,23800000.0,639497422.339722,1540700000.0,2145000000.0,85027594.0,85027594.0,18.12,18.12,1540700000.0,1540700000.0,0.0,1540700000.0,1540700000.0,1540700000.0,274900000.0,1815600000.0,74100000.0,-23800000.0,23800000.0,703300000.0,2145000000.0,282500000.0,117300000.0,117300000.0,2848300000.0,2848300000.0,2024-09-30 00:00:00
