Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.233778,742700000.0,493600000.0,92200000.0,4514800000.0,742700000.0,650500000.0,-6300000.0,6300000.0,493600000.0,493600000.0,5360700000.0,,,,,493600000.0,493600000.0,0.0,493600000.0,493600000.0,493600000.0,150600000.0,644200000.0,24000000.0,-6300000.0,6300000.0,626400000.0,845900000.0,591000000.0,92200000.0,92200000.0,1472300000.0,4514800000.0,5987100000.0,5987100000.0,2024-03-31
0.0,0.296982,596100000.0,349400000.0,92400000.0,3543100000.0,596100000.0,503700000.0,-6700000.0,6700000.0,349400000.0,349400000.0,4360300000.0,17584298.0,17584298.0,19.87,19.87,349400000.0,349400000.0,0.0,349400000.0,349400000.0,349400000.0,147600000.0,497000000.0,17200000.0,-6700000.0,6700000.0,486500000.0,817200000.0,544500000.0,92400000.0,92400000.0,1303700000.0,3543100000.0,4846800000.0,4846800000.0,2023-12-31
0.0,0.256816,858528000.0,564181000.0,92206000.0,4364552000.0,858528000.0,766322000.0,-7208000.0,7208000.0,564181000.0,564181000.0,5214016000.0,17586690.0,17586690.0,32.08,32.08,564181000.0,564181000.0,0.0,564181000.0,564161000.0,564161000.0,194953000.0,759114000.0,30298000.0,-7208000.0,7208000.0,736024000.0,849464000.0,594733000.0,92206000.0,92206000.0,1585488000.0,4364552000.0,5950040000.0,5950040000.0,2023-09-30
0.0,0.24931,530593000.0,324409000.0,91012000.0,4200139000.0,530593000.0,439581000.0,-7433000.0,7433000.0,324409000.0,324409000.0,5019296000.0,17583144.0,17583144.0,18.45,18.45,324409000.0,324409000.0,0.0,324409000.0,324409000.0,324409000.0,107739000.0,432148000.0,21121000.0,-7433000.0,7433000.0,418460000.0,819157000.0,561664000.0,91012000.0,91012000.0,1237617000.0,4200139000.0,5437756000.0,5437756000.0,2023-06-30
0.0,0.271107,688499000.0,424370000.0,96039000.0,4716207000.0,688499000.0,592460000.0,42105000.0,10248000.0,424370000.0,424370000.0,5447791000.0,,,,,424370000.0,424370000.0,0.0,424370000.0,424370000.0,424370000.0,157842000.0,582212000.0,-86967000.0,42105000.0,10248000.0,660688000.0,731584000.0,-208448000.0,96039000.0,96039000.0,1392272000.0,4716207000.0,6108479000.0,6108479000.0,2023-03-31
,,,,,,,,,,,,,17578580.0,17578580.0,17.18,17.18,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.255927,922000000.0,612000000.0,93400000.0,5307600000.0,922000000.0,828600000.0,-6100000.0,6100000.0,612000000.0,612000000.0,6183300000.0,17586207.0,17586207.0,34.8,34.8,612000000.0,612000000.0,0.0,612000000.0,612000000.0,612000000.0,210500000.0,822500000.0,24800000.0,-6100000.0,6100000.0,803800000.0,875700000.0,614600000.0,93400000.0,93400000.0,1679500000.0,5307600000.0,6987100000.0,6987100000.0,2024-06-30 00:00:00
