Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.257977,15651900000.0,0.0,0.0,9390400000.0,2883400000.0,20501200000.0,15651900000.0,12768500000.0,-175900000.0,175900000.0,9390400000.0,9390400000.0,50548500000.0,,,,,9390400000.0,9390400000.0,0.0,9390400000.0,71700000.0,9318700000.0,9318700000.0,3248600000.0,12592600000.0,2493300000.0,0.0,,-175900000.0,175900000.0,10275200000.0,30047300000.0,17130300000.0,2883400000.0,2883400000.0,40322500000.0,20501200000.0,60823700000.0,60823700000.0,2024-03-31
-535757974.230057,0.275002,19321600000.0,-1948200000.0,-1948200000.0,10559000000.0,2334300000.0,22195300000.0,17373400000.0,15039100000.0,-301000000.0,301000000.0,11971442025.769943,10559000000.0,49915600000.0,807880643.0,807262997.0,13.07,13.08,10559000000.0,10559000000.0,0.0,10559000000.0,-125100000.0,10684100000.0,10684100000.0,4053000000.0,14738100000.0,1846300000.0,-1948200000.0,1948200000.0,-301000000.0,301000000.0,15141000000.0,27720300000.0,15686200000.0,2334300000.0,2334300000.0,42861300000.0,22195300000.0,65056600000.0,65056600000.0,2023-12-31
0.0,0.274998,19100700000.0,0.0,0.0,11309100000.0,2900400000.0,23130900000.0,19100700000.0,16200300000.0,-258000000.0,258000000.0,11309100000.0,11309100000.0,51455100000.0,807792857.0,807216274.0,14.0,14.01,11309100000.0,11309100000.0,0.0,11309100000.0,-244600000.0,11553700000.0,11553700000.0,4384100000.0,15942300000.0,1763200000.0,0.0,0.0,-258000000.0,258000000.0,14437100000.0,28324200000.0,15402100000.0,2900400000.0,2900400000.0,42761300000.0,23130900000.0,65892200000.0,65892200000.0,2023-09-30
0.0,0.275004,16302000000.0,0.0,0.0,9957000000.0,2392100000.0,22368300000.0,16302000000.0,13909900000.0,-163900000.0,163900000.0,9957000000.0,9957000000.0,50146800000.0,807542579.0,806888169.0,12.33,12.34,9957000000.0,9957000000.0,0.0,9957000000.0,-23700000.0,9980700000.0,9980700000.0,3780200000.0,13746000000.0,1362900000.0,0.0,0.0,-163900000.0,163900000.0,12547000000.0,27778500000.0,15315700000.0,2392100000.0,2392100000.0,40325500000.0,22368300000.0,62693800000.0,62693800000.0,2023-06-30
-432471658.37101,0.298174,11160800000.0,-1450400000.0,-1450400000.0,5256500000.0,1933000000.0,27717200000.0,9710400000.0,7777400000.0,1278800000.0,323700000.0,6274428341.62899,5256500000.0,46754200000.0,,,,,5256500000.0,5256500000.0,0.0,5256500000.0,41400000.0,5215100000.0,5215100000.0,2222500000.0,7453700000.0,-2930700000.0,-2881100000.0,1271500000.0,1278800000.0,323700000.0,9905300000.0,19037000000.0,-22874200000.0,1933000000.0,-1208700000.0,28942300000.0,27717200000.0,56659500000.0,56659500000.0,2023-03-31
,,,,,,,,,,,,,,,807419355.0,807419355.0,9.92,9.92,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.270002,18759900000.0,0.0,0.0,11776400000.0,2466800000.0,21928800000.0,18759900000.0,16293100000.0,-179500000.0,179500000.0,11776400000.0,11776400000.0,51557400000.0,808263555.0,807709191.0,14.57,14.58,11776400000.0,11776400000.0,0.0,11776400000.0,21800000.0,11754600000.0,11754600000.0,4350700000.0,16113600000.0,1601900000.0,0.0,0.0,-179500000.0,179500000.0,14691200000.0,29628600000.0,15910300000.0,2466800000.0,2466800000.0,44319800000.0,21928800000.0,66248600000.0,66248600000.0,2024-06-30 00:00:00
