Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
147134544.0,147134544.0,6834564000.0,9617560000.0,11675941000.0,20850911000.0,3513701000.0,11675941000.0,475634000.0,11708985000.0,19967697000.0,14505333000.0,2796348000.0,11708985000.0,10237639000.0,,,1471346000.0,1471346000.0,16508655000.0,10083369000.0,,,,74299000.0,8672965000.0,414253000.0,8258712000.0,28004000.0,6425286000.0,4675329000.0,,944595000.0,61381000.0,883214000.0,,37107000.0,375516000.0,,2600000.0,372916000.0,31013988000.0,21075001000.0,673635000.0,,648746000.0,1253232000.0,1253232000.0,,18037975000.0,33044000.0,33044000.0,190041000.0,,190041000.0,190041000.0,,,,9938987000.0,504075000.0,,5328743000.0,,,,,80144000.0,,,4026025000.0,1718663000.0,2307362000.0,,,2024-03-31
147134544.0,147134544.0,7644431000.0,9639041000.0,11708198000.0,21026118000.0,5218396000.0,11708198000.0,362121000.0,11749198000.0,20910132000.0,14281643000.0,2532445000.0,11749198000.0,10277853000.0,,,1471345000.0,1471345000.0,13200893000.0,10303583000.0,-1000.0,,,50793000.0,9498616000.0,337682000.0,9160934000.0,21881000.0,2897310000.0,2160961000.0,,140425000.0,24439000.0,115986000.0,,38876000.0,242720000.0,,22958000.0,219762000.0,27482536000.0,19366830000.0,108487000.0,,279073000.0,1143001000.0,1143001000.0,,17339619000.0,41000000.0,41000000.0,195786000.0,,195786000.0,195786000.0,,,,8115706000.0,268589000.0,,4451006000.0,,,,,67686000.0,,,3328425000.0,1695936000.0,1632489000.0,,,2023-09-30
147103626.0,147103626.0,7644337000.0,9043585000.0,11699445000.0,20413545000.0,6315909000.0,11699445000.0,367621000.0,11737581000.0,20300484000.0,13776993000.0,2039412000.0,11737581000.0,1494781000.0,3942934000.0,4995614000.0,0.0,0.0,11580472000.0,9592048000.0,3866000.0,18726000.0,223109000.0,51944000.0,8906085000.0,343182000.0,8562903000.0,,1988424000.0,16103000.0,2483000.0,137500000.0,24439000.0,113061000.0,30515000.0,,676522000.0,422607000.0,,253915000.0,25357465000.0,17053132000.0,3000.0,1389864000.0,204153000.0,157953000.0,157953000.0,0.0,14529984000.0,38136000.0,38136000.0,188142000.0,-31846000.0,219988000.0,,71986000.0,148002000.0,0.0,8304333000.0,,419193000.0,4172739000.0,4151358000.0,18675000.0,2706000.0,20104000.0,106216000.0,,,3573003000.0,2541376000.0,1031627000.0,650901000.0,380726000.0,2023-06-30
147103626.0,147103626.0,8067660000.0,8616407000.0,12078745000.0,20355980000.0,4778462000.0,12078745000.0,372477000.0,12112050000.0,19620176000.0,12538744000.0,426694000.0,12112050000.0,1492725000.0,4319959000.0,4995114000.0,0.0,0.0,9733145000.0,8435896000.0,2935000.0,16933000.0,119236000.0,108341000.0,7856937000.0,348811000.0,7508126000.0,,1297249000.0,19824000.0,,759470000.0,23666000.0,735804000.0,25163000.0,,471125000.0,200774000.0,,270351000.0,22271889000.0,16196178000.0,-1000.0,583357000.0,199845000.0,591560000.0,147054000.0,444506000.0,14050893000.0,33305000.0,33305000.0,190022000.0,-29286000.0,219308000.0,,66627000.0,152681000.0,0.0,6075711000.0,,599648000.0,3869183000.0,3849673000.0,18675000.0,835000.0,26152000.0,57806000.0,0.0,57806000.0,1515942000.0,1339672000.0,176270000.0,,176270000.0,2023-03-31
