Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.006216,-317300000.0,255800000.0,0.0,1100000.0,-317300000.0,-317300000.0,255800000.0,255800000.0,32200000.0,,,,,255800000.0,255800000.0,0.0,255800000.0,255800000.0,255800000.0,1600000.0,257400000.0,11500000.0,-317300000.0,31100000.0,26100000.0,0.0,0.0,-286200000.0,1100000.0,-285100000.0,-285100000.0,2024-03-31,,,
0.0,0.015611,73300000.0,536000000.0,0.0,1800000.0,73300000.0,73300000.0,536000000.0,536000000.0,-72600000.0,3191046.0,3191046.0,167.97,167.97,536000000.0,536000000.0,0.0,536000000.0,536000000.0,536000000.0,8500000.0,544500000.0,3800000.0,73300000.0,-74400000.0,2200000.0,0.0,0.0,-1100000.0,1800000.0,700000.0,700000.0,2023-12-31,,,
0.0,0.10077,295300000.0,619300000.0,0.0,1200000.0,295300000.0,295300000.0,619300000.0,619300000.0,20100000.0,3191774.0,3191774.0,194.03,194.03,619300000.0,619300000.0,0.0,619300000.0,619300000.0,619300000.0,69400000.0,688700000.0,5100000.0,295300000.0,18900000.0,18900000.0,0.0,0.0,314200000.0,1200000.0,315400000.0,315400000.0,2023-09-30,,,
0.0,0.03098,54300000.0,437900000.0,0.0,700000.0,54300000.0,54300000.0,437900000.0,437900000.0,-52100000.0,3192389.0,3192389.0,137.17,137.17,437900000.0,437900000.0,0.0,437900000.0,437900000.0,437900000.0,14000000.0,451900000.0,4400000.0,54300000.0,-52800000.0,4000000.0,0.0,0.0,1500000.0,700000.0,2200000.0,2200000.0,2023-06-30,,,
0.0,0.3,-52635000.0,408126000.0,-28000.0,752000.0,-52635000.0,-52635000.0,408126000.0,408126000.0,246570000.0,,,,,408126000.0,408126000.0,0.0,408126000.0,408126000.0,408126000.0,-22116000.0,386010000.0,,-52635000.0,245818000.0,181847000.0,-28000.0,-28000.0,193183000.0,752000.0,193935000.0,193935000.0,2023-03-31,,,
,,,,,,,,,,,3192515.0,3192515.0,103.68,103.68,,,,,,,,,4600000.0,,,,,,,,,,2022-12-31,,,
0.0,0.01707,53200000.0,731300000.0,0.0,1400000.0,53200000.0,53200000.0,731300000.0,731300000.0,-52000000.0,3191499.0,3191499.0,229.14,229.14,731300000.0,731300000.0,0.0,731300000.0,731300000.0,731300000.0,12700000.0,744000000.0,4400000.0,53200000.0,-53400000.0,11400000.0,0.0,0.0,-200000.0,1400000.0,1200000.0,1200000.0,2024-06-30 00:00:00,0.0,0.0,0.0
