Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities
39070775.0,39070775.0,37020000.0,6855430000.0,2926940000.0,4326530000.0,-1218110000.0,2926940000.0,6458660000.0,3929760000.0,4192250000.0,4037340000.0,107580000.0,3929760000.0,3734400000.0,,,195360000.0,195360000.0,8735360000.0,6160630000.0,80000.0,,2900000.0,6033890000.0,5771400000.0,262490000.0,123040000.0,2574730000.0,309560000.0,821540000.0,687260000.0,134280000.0,,88030000.0,1274420000.0,,93560000.0,1180860000.0,12772700000.0,11416080000.0,58210000.0,,574390000.0,378970000.0,378970000.0,1002820000.0,105480000.0,897340000.0,9401690000.0,,9401690000.0,46680000.0,9355010000.0,,,,1356620000.0,261550000.0,,386770000.0,,,,81860000.0,37060000.0,,,589380000.0,229630000.0,359750000.0,,,2024-03-31,
38998893.0,38998893.0,,7112780000.0,3045610000.0,4248440000.0,-1227160000.0,3045610000.0,6690570000.0,3826230000.0,4145260000.0,3899710000.0,73480000.0,3826230000.0,3631230000.0,,,195000000.0,195000000.0,8835720000.0,6456710000.0,,,,6340460000.0,6021430000.0,319030000.0,116250000.0,2379010000.0,133570000.0,772320000.0,669140000.0,103180000.0,,78240000.0,1310950000.0,,0.0,1310950000.0,12735430000.0,11583580000.0,204580000.0,,572070000.0,423440000.0,423440000.0,780620000.0,57650000.0,722970000.0,9602870000.0,,9602870000.0,66990000.0,9535880000.0,,,,1151850000.0,226630000.0,,345870000.0,,,,27460000.0,24780000.0,,,527110000.0,71430000.0,455680000.0,,,2023-09-30,
38978401.0,38978401.0,,6845040000.0,3241470000.0,4206930000.0,-1089960000.0,3241470000.0,6649480000.0,4011370000.0,4087790000.0,4093750000.0,82380000.0,4011370000.0,128290000.0,-2080120000.0,5817690000.0,194900000.0,194900000.0,8495410000.0,6189560000.0,,114880000.0,,6074680000.0,5998260000.0,76420000.0,114880000.0,2305850000.0,131450000.0,770360000.0,651220000.0,119140000.0,69880000.0,69880000.0,1413600000.0,174790000.0,3730000.0,1235080000.0,12589160000.0,11373270000.0,30990000.0,420340000.0,509470000.0,0.0,421100000.0,769900000.0,46930000.0,722970000.0,9619690000.0,-7291380000.0,16911070000.0,273390000.0,10759470000.0,3433930000.0,2444280000.0,0.0,1215890000.0,255990000.0,255990000.0,420680000.0,358490000.0,62190000.0,3160000.0,36850000.0,73610000.0,-1950000.0,75560000.0,425600000.0,3160000.0,425600000.0,297850000.0,127750000.0,2023-03-31,
