Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.250091,0.0,0.0,3296300000.0,9335400000.0,5949700000.0,15285100000.0,3296300000.0,3296300000.0,,,,,3296300000.0,3296300000.0,3296300000.0,3296300000.0,0.0,3296300000.0,1099300000.0,4395600000.0,0.0,6511100000.0,3238200000.0,11696700000.0,11696700000.0,2024-03-31
0.0,0.239179,0.0,0.0,3000600000.0,8599300000.0,6107000000.0,14706300000.0,3000600000.0,3000600000.0,2000400000.0,1961176471.0,1.5,1.53,3000600000.0,3000600000.0,3000600000.0,3000600000.0,0.0,3000600000.0,943300000.0,3943900000.0,0.0,5873900000.0,2733800000.0,10446900000.0,10446900000.0,2023-12-31
0.0,0.249061,0.0,0.0,3277400000.0,8233400000.0,5678000000.0,13911400000.0,3277400000.0,3277400000.0,1986303030.0,1950833333.0,1.65,1.68,3277400000.0,3277400000.0,3277400000.0,3277400000.0,0.0,3277400000.0,1087000000.0,4364400000.0,0.0,5286200000.0,2551800000.0,10119800000.0,10119800000.0,2023-09-30
0.0,0.249456,0.0,0.0,3240700000.0,7926500000.0,4942300000.0,12868800000.0,3240700000.0,3240700000.0,1964060606.0,1952228916.0,1.65,1.66,3240700000.0,3240700000.0,3240700000.0,3240700000.0,0.0,3240700000.0,1077100000.0,4317800000.0,0.0,5119800000.0,2435400000.0,9698700000.0,9698700000.0,2023-06-30
-1673162.524824,0.249688,-6701000.0,-6701000.0,3095017000.0,7380021000.0,4468226000.0,11848247000.0,3100044837.475176,3095017000.0,,,,,2875017000.0,2875017000.0,3095017000.0,3095017000.0,0.0,3095017000.0,1029959000.0,4124976000.0,-6701000.0,5067251000.0,-445897000.0,9177331000.0,9177331000.0,2023-03-31
,,,,,,,,,,1954600000.0,1954600000.0,1.5,1.5,,,,,,,,,,,,,,2022-12-31
0.0,0.246679,0.0,0.0,3010800000.0,9414600000.0,6357200000.0,15771800000.0,3010800000.0,3010800000.0,1967843137.0,1930000000.0,1.53,1.56,3010800000.0,3010800000.0,3010800000.0,3010800000.0,0.0,3010800000.0,985900000.0,3996700000.0,0.0,6290300000.0,2887800000.0,11385500000.0,11385500000.0,2024-06-30 00:00:00
