Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
52000000.0,52000000.0,3373727000.0,3375466000.0,2033148000.0,5420921000.0,1301474000.0,2033148000.0,2045455000.0,2184151000.0,2045455000.0,2045455000.0,1941455000.0,,104000000.0,104000000.0,5057097000.0,464536000.0,13760000.0,,138696000.0,138696000.0,4592561000.0,556771000.0,,3236770000.0,3236770000.0,,34377000.0,743426000.0,,,44360000.0,699066000.0,7102552000.0,1208517000.0,73930000.0,,25081000.0,138770000.0,138770000.0,,142364000.0,12307000.0,12307000.0,798483000.0,,798483000.0,84088000.0,714395000.0,,,,,5894035000.0,627684000.0,,87077000.0,,3286617000.0,,,,,,0.0,1738826000.0,,,153831000.0,152092000.0,1739000.0,,2024-03-31
52000000.0,52000000.0,3340476000.0,3343718000.0,1801869000.0,5159606000.0,1236891000.0,1801869000.0,1815888000.0,1998016000.0,1815888000.0,1815888000.0,1711888000.0,,104000000.0,104000000.0,5082920000.0,486272000.0,13545000.0,,182128000.0,182128000.0,4596648000.0,575749000.0,,3161590000.0,3161590000.0,,43582000.0,792557000.0,,,110338000.0,682219000.0,6898808000.0,1065269000.0,42036000.0,,28103000.0,56686000.0,56686000.0,,142066000.0,14019000.0,14019000.0,768473000.0,,768473000.0,38240000.0,730233000.0,,,,,5833539000.0,553159000.0,,,,3385961000.0,,,,,,345000.0,1688992000.0,,,205082000.0,201840000.0,3242000.0,,2023-09-30
52000000.0,52000000.0,3492825000.0,3534702000.0,1696695000.0,5245323000.0,1180911000.0,1696695000.0,1710621000.0,1936367000.0,1710621000.0,1710621000.0,1606621000.0,1263745000.0,104000000.0,104000000.0,4827647000.0,504766000.0,7546000.0,279020000.0,225746000.0,225746000.0,4322881000.0,213615000.0,71086000.0,3308956000.0,3308956000.0,30858000.0,30858000.0,700386000.0,25872000.0,140000.0,71086000.0,674374000.0,6538268000.0,1034476000.0,26532000.0,53884000.0,26492000.0,10020000.0,46827000.0,10020000.0,144935000.0,13926000.0,13926000.0,776488000.0,-569478000.0,1345966000.0,22107000.0,34228000.0,744486000.0,476811000.0,68334000.0,0.0,5503792000.0,834000.0,395000.0,124098000.0,420191000.0,3211275000.0,86342000.0,2218851000.0,335979000.0,570103000.0,122650000.0,413000.0,1582472000.0,-144148000.0,1726620000.0,41877000.0,215326000.0,41877000.0,41877000.0,2023-03-31
