Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
236292380.0,236292380.0,48199300000.0,49365000000.0,67951300000.0,121547200000.0,-17214700000.0,67951300000.0,196800000.0,72379000000.0,111651100000.0,72414900000.0,35900000.0,72379000000.0,72142700000.0,,,236300000.0,236300000.0,90312400000.0,50598100000.0,137800000.0,10299200000.0,39466700000.0,194600000.0,39272100000.0,694400000.0,39714300000.0,3031100000.0,,9898300000.0,2200000.0,9896100000.0,452300000.0,9971300000.0,,,38300000.0,9933000000.0,162727300000.0,140227700000.0,1907700000.0,,31500000.0,1465300000.0,1465300000.0,,2323100000.0,2323100000.0,1276500000.0,4427700000.0,4427700000.0,128612200000.0,,128612200000.0,13292000000.0,115320200000.0,,,,,22499600000.0,1539500000.0,,,9834800000.0,,,,,150600000.0,7600000.0,8557000000.0,,,2410100000.0,1441200000.0,968900000.0,,2024-03-31,
236292380.0,236292380.0,49622900000.0,50642000000.0,68781100000.0,120771300000.0,-15973200000.0,68781100000.0,198900000.0,70328200000.0,109631200000.0,70398100000.0,69900000.0,70328200000.0,70091900000.0,,,236300000.0,236300000.0,86158200000.0,50009000000.0,149200000.0,9747000000.0,39498900000.0,195900000.0,39303000000.0,613900000.0,36149200000.0,4995200000.0,,11143100000.0,3000000.0,11140100000.0,547000000.0,8409800000.0,,,104400000.0,8305400000.0,156556300000.0,136380300000.0,1951200000.0,,23300000.0,1477500000.0,1477500000.0,,2214200000.0,2214200000.0,1283000000.0,1547100000.0,1547100000.0,127757500000.0,,127757500000.0,23780200000.0,103977300000.0,,,,,20176000000.0,2366600000.0,,,10585800000.0,,,,,230200000.0,10800000.0,4753700000.0,,,2228900000.0,1408700000.0,820200000.0,,2023-09-30,
236292380.0,236292380.0,43497100000.0,45071100000.0,67110300000.0,113484800000.0,-12012200000.0,67110300000.0,196900000.0,68610600000.0,104832200000.0,68680600000.0,70000000.0,68610600000.0,-100000.0,2061200000.0,522200000.0,236300000.0,236300000.0,77266800000.0,46385900000.0,161800000.0,9274300000.0,36416400000.0,194800000.0,36221600000.0,533400000.0,30880900000.0,10500000.0,10000000.0,8654700000.0,2100000.0,8652600000.0,409600000.0,9522500000.0,3121100000.0,15600000.0,10000000.0,6385800000.0,145947400000.0,127078700000.0,1993300000.0,2227100000.0,23900000.0,378400000.0,370200000.0,8200000.0,2443800000.0,2443800000.0,1289200000.0,1500300000.0,1500300000.0,119029100000.0,-44685600000.0,163714700000.0,19268900000.0,1611200000.0,119588500000.0,13175200000.0,10070900000.0,0.0,18868700000.0,1382300000.0,15600000.0,1158100000.0,8836100000.0,4073800000.0,344700000.0,607700000.0,3809900000.0,2281200000.0,239000000.0,4651000000.0,-57700000.0,4708700000.0,1687700000.0,310600000.0,1377100000.0,1377100000.0,2023-03-31,
