Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
106252004.0,106252004.0,20300000.0,12024260000.0,12031650000.0,4996320000.0,12024260000.0,20300000.0,12031650000.0,12031650000.0,12031650000.0,12031650000.0,11925400000.0,,,106250000.0,106250000.0,1931180000.0,331070000.0,,299450000.0,18740000.0,18740000.0,,8280000.0,1600110000.0,22720000.0,1560000.0,1560000.0,0.0,,3240000.0,1150510000.0,,65920000.0,1084590000.0,13962830000.0,7366400000.0,26440000.0,,,405370000.0,,405370000.0,7390000.0,7390000.0,6927200000.0,,6927200000.0,573460000.0,6353740000.0,,,,,6596430000.0,573530000.0,,,,,1236530000.0,,,,,2180000.0,1637320000.0,,,3146870000.0,3042420000.0,104450000.0,,2024-03-31
106247445.0,106247445.0,31220000.0,10898640000.0,10916360000.0,4621860000.0,10898640000.0,20190000.0,10905330000.0,10905330000.0,10905330000.0,10905330000.0,10799080000.0,,,106250000.0,106250000.0,1403920000.0,291130000.0,,261980000.0,18790000.0,18790000.0,,5760000.0,1112790000.0,32210000.0,12430000.0,1400000.0,11030000.0,,4370000.0,796910000.0,,65500000.0,731410000.0,12309250000.0,6574600000.0,102330000.0,,531860000.0,564480000.0,,564480000.0,6690000.0,6690000.0,5901100000.0,,5901100000.0,1392220000.0,4508880000.0,,,,,5734650000.0,370170000.0,,,,,1063840000.0,,,,,,1310620000.0,,,2990020000.0,2937170000.0,52850000.0,,2023-09-30
106237539.0,106237539.0,20580000.0,10094030000.0,10100510000.0,5148340000.0,10094030000.0,20060000.0,10099990000.0,10099990000.0,10099990000.0,10099990000.0,12630000.0,9925760000.0,12370000.0,106240000.0,106240000.0,1418320000.0,263180000.0,5760000.0,234240000.0,18580000.0,18580000.0,0.0,5760000.0,1155140000.0,80700000.0,2000000.0,1480000.0,520000.0,2390000.0,2390000.0,1118810000.0,176650000.0,137030000.0,805130000.0,11518310000.0,5214830000.0,124860000.0,153530000.0,254960000.0,254960000.0,254960000.0,29170000.0,5960000.0,5960000.0,4799880000.0,-1343210000.0,6143090000.0,204920000.0,4594960000.0,4105930000.0,1402770000.0,429470000.0,0.0,6303480000.0,1930000.0,0.0,0.0,5680000.0,332490000.0,1088050000.0,224910000.0,508080000.0,355060000.0,9940000.0,,1461970000.0,0.0,1461970000.0,3403420000.0,3278730000.0,124690000.0,124690000.0,2023-03-31
