Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Trading Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Prepaid Assets,Finished Goods,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
10087400.0,10087400.0,152628000.0,156227000.0,288618000.0,444855000.0,121685000.0,288618000.0,288628000.0,333133000.0,288628000.0,288628000.0,187754000.0,100874000.0,100874000.0,255919000.0,46890000.0,1293000.0,44505000.0,44505000.0,1092000.0,209029000.0,23025000.0,111722000.0,111722000.0,146000.0,71647000.0,998000.0,70649000.0,544547000.0,213833000.0,2915000.0,0.0,0.0,10000.0,10000.0,210908000.0,210908000.0,7736000.0,203172000.0,330714000.0,30179000.0,68587000.0,0.0,206343000.0,25605000.0,22006000.0,3599000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
10087400.0,10087400.0,150063000.0,160878000.0,268752000.0,429642000.0,142672000.0,268752000.0,268764000.0,312092000.0,268764000.0,268764000.0,167890000.0,100874000.0,100874000.0,259283000.0,45423000.0,1187000.0,43328000.0,43328000.0,908000.0,213860000.0,24840000.0,117550000.0,117550000.0,126000.0,68541000.0,3083000.0,65458000.0,528047000.0,171515000.0,2772000.0,0.0,0.0,12000.0,12000.0,168731000.0,168731000.0,62000.0,168669000.0,356532000.0,28285000.0,81613000.0,0.0,213290000.0,33344000.0,22529000.0,10815000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
10087400.0,10087400.0,110345000.0,115782000.0,248389000.0,364186000.0,124500000.0,248389000.0,248404000.0,276714000.0,248404000.0,248404000.0,147530000.0,100874000.0,100874000.0,161463000.0,29497000.0,379000.0,28310000.0,28310000.0,808000.0,131966000.0,4707000.0,87472000.0,87472000.0,111000.0,38213000.0,1397000.0,36816000.0,409867000.0,153401000.0,2776000.0,0.0,0.0,15000.0,15000.0,150610000.0,150610000.0,4418000.0,146192000.0,256466000.0,3246000.0,64071000.0,0.0,166446000.0,22703000.0,17266000.0,5437000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
