Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
27527822.0,27527822.0,285913000.0,286046000.0,862953000.0,1285801000.0,181151000.0,862953000.0,999755000.0,1106442000.0,999755000.0,999755000.0,724477000.0,,,,275278000.0,275278000.0,743883000.0,152809000.0,,22372000.0,106687000.0,106687000.0,23750000.0,591074000.0,194481000.0,179359000.0,179359000.0,521000.0,216713000.0,,,216713000.0,1743638000.0,971413000.0,59331000.0,,4695000.0,4695000.0,136802000.0,136802000.0,770585000.0,,770585000.0,1959000.0,768626000.0,,,,,772225000.0,30562000.0,,,397664000.0,,,,,3167000.0,333561000.0,,,7271000.0,7138000.0,133000.0,,2023-09-30
27527822.0,27527822.0,280018000.0,280223000.0,852028000.0,1276891000.0,166544000.0,852028000.0,996668000.0,1117198000.0,996668000.0,996668000.0,721391000.0,80000000.0,1689000.0,639701000.0,275278000.0,275278000.0,724396000.0,161635000.0,-1000.0,18219000.0,120530000.0,120530000.0,22886000.0,562761000.0,199849000.0,159693000.0,159693000.0,52513000.0,277160000.0,58253000.0,16180000.0,202727000.0,1721064000.0,991759000.0,-2000.0,24606000.0,1534000.0,1534000.0,144640000.0,144640000.0,784218000.0,-563036000.0,1347254000.0,80646000.0,703571000.0,1106460000.0,68101000.0,92047000.0,0.0,729305000.0,7761000.0,7015000.0,19162000.0,358218000.0,142684000.0,26293000.0,136506000.0,52735000.0,45682000.0,291262000.0,0.0,291262000.0,205000.0,7015000.0,205000.0,205000.0,2023-03-31
27527822.0,27527822.0,335071000.0,335243000.0,878756000.0,1343813000.0,238841000.0,878756000.0,1008570000.0,1121483000.0,1008570000.0,1008570000.0,733292000.0,,,,275278000.0,275278000.0,793899000.0,163107000.0,,25106000.0,112913000.0,112913000.0,25088000.0,630792000.0,199911000.0,222330000.0,222330000.0,526000.0,208025000.0,,,208025000.0,1802469000.0,932836000.0,59839000.0,,4495000.0,4495000.0,129814000.0,129814000.0,738688000.0,,738688000.0,5068000.0,733620000.0,,,,,869633000.0,29051000.0,,,453500000.0,,,,,3453000.0,376194000.0,,,7435000.0,7263000.0,172000.0,,2024-03-31 00:00:00
