Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
403880.0,100620005.0,101023885.0,71412100000.0,86159000000.0,28454300000.0,114640500000.0,114504300000.0,28454300000.0,28481500000.0,114640500000.0,28481500000.0,28481500000.0,27475300000.0,,,,1006200000.0,1006200000.0,89261700000.0,88584400000.0,556000000.0,100000.0,86159000000.0,86159000000.0,105400000.0,677300000.0,,,,,677300000.0,,,677300000.0,117743200000.0,2561600000.0,294000000.0,916700000.0,0.0,1014700000.0,1014700000.0,27200000.0,27200000.0,309000000.0,,309000000.0,0.0,309000000.0,,,,115181600000.0,,99478700000.0,32500000.0,138500000.0,,,15531900000.0,785000000.0,14746900000.0,,,2024-03-31
542248.0,100481637.0,101023885.0,61274700000.0,75279000000.0,25760900000.0,101048300000.0,101013300000.0,25760900000.0,25769300000.0,101048300000.0,25769300000.0,25769300000.0,24764500000.0,,,,1004800000.0,1004800000.0,78548200000.0,77530200000.0,292400000.0,13100000.0,75279000000.0,75279000000.0,134400000.0,1018000000.0,,,,,1018000000.0,,100000.0,1017900000.0,104317500000.0,2286200000.0,350400000.0,826400000.0,0.0,871100000.0,871100000.0,8400000.0,8400000.0,229900000.0,,229900000.0,0.0,229900000.0,,,,102031300000.0,,86947100000.0,348700000.0,124200000.0,,,14611300000.0,607000000.0,14004300000.0,,,2023-09-30
,100630735.0,100630735.0,58280380000.0,67783990000.0,23218960000.0,91003180000.0,34108840000.0,23218960000.0,23219190000.0,65400630000.0,23219190000.0,23219190000.0,79720000.0,41040000.0,4520550000.0,16416450000.0,1003460000.0,1003460000.0,70416180000.0,42319920000.0,123860000.0,0.0,42181440000.0,42181440000.0,52490000.0,28096260000.0,18010000.0,25602550000.0,25602550000.0,57810000.0,926920000.0,105850000.0,7120000.0,813950000.0,93635370000.0,31430270000.0,50000.0,777460000.0,1390000.0,432750000.0,432750000.0,230000.0,230000.0,211890000.0,-202140000.0,414030000.0,2510000.0,13400000.0,225690000.0,172430000.0,0.0,62205100000.0,81920000.0,50409080000.0,383570000.0,143810000.0,0.0,143810000.0,11186720000.0,1683110000.0,9503610000.0,1800970000.0,7702640000.0,2023-03-31
