Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-1092792.847108,0.208987,65619000.0,-5229000.0,-5229000.0,40541000.0,9646000.0,226189000.0,60390000.0,50744000.0,44677207.152892,40541000.0,267893000.0,,,,,40541000.0,40541000.0,0.0,40541000.0,40541000.0,40541000.0,10711000.0,51252000.0,5737000.0,-5229000.0,50744000.0,41704000.0,33071000.0,9646000.0,9646000.0,92448000.0,226189000.0,318637000.0,318637000.0,2024-03-31
0.0,0.253952,67313000.0,0.0,0.0,45541000.0,6656000.0,172141000.0,67313000.0,60657000.0,45541000.0,45541000.0,211039000.0,151803333.0,151803333.0,0.3,0.3,45541000.0,45541000.0,0.0,45541000.0,45541000.0,45541000.0,15502000.0,61043000.0,386000.0,0.0,60657000.0,38898000.0,32328000.0,6656000.0,6656000.0,99555000.0,172141000.0,271696000.0,271696000.0,2023-12-31
0.0,0.253544,57085000.0,0.0,0.0,40066000.0,3439000.0,119770000.0,57085000.0,53646000.0,40066000.0,40066000.0,157152000.0,154100000.0,154100000.0,0.26,0.26,40066000.0,40066000.0,0.0,40066000.0,40066000.0,40066000.0,13609000.0,53675000.0,29000.0,0.0,53646000.0,37382000.0,34480000.0,3439000.0,3439000.0,91028000.0,119770000.0,210798000.0,210798000.0,2023-09-30
0.0,0.256289,49260000.0,0.0,0.0,34471000.0,3162000.0,95352000.0,49260000.0,46098000.0,34471000.0,34471000.0,129105000.0,150995172.0,150995172.0,0.076667,0.076667,34471000.0,34471000.0,0.0,34471000.0,34471000.0,34471000.0,11879000.0,46350000.0,252000.0,0.0,46098000.0,33753000.0,30591000.0,3162000.0,3162000.0,79851000.0,95352000.0,175203000.0,175203000.0,2023-06-30
-7881114.792899,0.251536,74094000.0,-31332000.0,-31332000.0,26563000.0,4896000.0,64961000.0,42762000.0,37866000.0,50013885.207101,26563000.0,63112000.0,,,,,26563000.0,26563000.0,0.0,26563000.0,26563000.0,26563000.0,8927000.0,35490000.0,53000.0,-31332000.0,52554000.0,-1849000.0,-37073000.0,4896000.0,-5555000.0,50705000.0,64961000.0,115666000.0,115666000.0,2023-03-31
,,,,,,,,,,,,,149347826.0,149347826.0,0.153333,0.153333,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.259648,63674000.0,0.0,0.0,43817000.0,8158000.0,262982000.0,63674000.0,55516000.0,43817000.0,43817000.0,313809000.0,162285185.0,162285185.0,0.27,0.27,43817000.0,43817000.0,0.0,43817000.0,43817000.0,43817000.0,15367000.0,59184000.0,3668000.0,0.0,55516000.0,50827000.0,43131000.0,8158000.0,8158000.0,106343000.0,262982000.0,369325000.0,369325000.0,2024-06-30 00:00:00
