Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Interest Income,Interest Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating
0.0,0.358286,5141000.0,3369000.0,1000.0,3901000.0,5141000.0,5140000.0,3369000.0,3369000.0,4486000.0,2459124.0,2459124.0,1.37,1.37,3369000.0,3369000.0,0.0,3369000.0,3369000.0,3369000.0,1881000.0,5250000.0,110000.0,5140000.0,585000.0,636000.0,1000.0,1000.0,5725000.0,3901000.0,9626000.0,9626000.0,2023-12-31,,,,
0.0,0.251263,2179000.0,1630000.0,2000.0,3549000.0,2179000.0,2177000.0,1630000.0,1630000.0,4329000.0,2469697.0,2469697.0,0.66,0.66,1630000.0,1630000.0,0.0,1630000.0,1630000.0,1630000.0,547000.0,2177000.0,,2177000.0,780000.0,1906000.0,2000.0,2000.0,2957000.0,3549000.0,6506000.0,6506000.0,2023-09-30,,,,
0.0,0.252988,49948000.0,37311000.0,1000.0,4075000.0,49948000.0,49947000.0,37311000.0,37311000.0,4259000.0,2456287.0,2456287.0,15.19,15.19,37311000.0,37311000.0,0.0,37311000.0,37311000.0,37311000.0,12636000.0,49947000.0,,49947000.0,184000.0,760000.0,1000.0,1000.0,50131000.0,4075000.0,54206000.0,54206000.0,2023-06-30,,,,
0.0,0.340532,41912000.0,27637000.0,4000.0,3823000.0,41912000.0,41908000.0,27637000.0,27637000.0,4861000.0,,,,,27637000.0,27637000.0,0.0,27637000.0,27637000.0,27637000.0,14271000.0,41908000.0,0.0,41908000.0,1038000.0,1296000.0,4000.0,4000.0,42946000.0,3823000.0,46769000.0,46769000.0,2023-03-31,,,,
0.0,0.3,-660000.0,338000.0,4000.0,4491000.0,-660000.0,-664000.0,338000.0,338000.0,6557000.0,2414286.0,2414286.0,0.14,0.14,338000.0,338000.0,0.0,338000.0,338000.0,338000.0,-922000.0,-584000.0,80000.0,-664000.0,2066000.0,2177000.0,4000.0,4000.0,1402000.0,4491000.0,5893000.0,5893000.0,2022-12-31,,,,
0.0,0.268372,49685000.0,36348000.0,2000.0,3499000.0,49685000.0,49683000.0,36348000.0,36348000.0,8160000.0,,,,,36348000.0,36348000.0,0.0,36348000.0,36348000.0,36348000.0,13333000.0,49681000.0,,49650000.0,4661000.0,-1422000.0,2000.0,2000.0,54311000.0,3499000.0,57810000.0,57810000.0,2024-03-31 00:00:00,141000.0,2000.0,141000.0,2000.0
