Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,30200000.0,39600000.0,4700000.0,7100000.0,30200000.0,25500000.0,200000.0,-200000.0,39600000.0,39600000.0,25400000.0,,,,,39600000.0,39600000.0,0.0,39600000.0,-200000.0,39800000.0,39800000.0,-14000000.0,25700000.0,8400000.0,200000.0,-200000.0,17200000.0,18300000.0,20800000.0,4700000.0,4700000.0,6300000.0,6300000.0,35500000.0,7100000.0,42600000.0,42600000.0,2024-03-31
0.0,0.354408,176900000.0,109900000.0,4200000.0,3900000.0,176900000.0,172700000.0,-300000.0,300000.0,109900000.0,109900000.0,31500000.0,10466667.0,10466667.0,10.5,10.5,109900000.0,109900000.0,0.0,109900000.0,-1400000.0,111300000.0,111300000.0,61100000.0,172400000.0,3600000.0,-300000.0,300000.0,169100000.0,27600000.0,12800000.0,4200000.0,4200000.0,21900000.0,21900000.0,196700000.0,3900000.0,200600000.0,200600000.0,2023-12-31
0.0,0.318439,198800000.0,128900000.0,4100000.0,3500000.0,198800000.0,194700000.0,0.0,0.0,128900000.0,128900000.0,14400000.0,10295527.0,10295527.0,12.52,12.52,128900000.0,128900000.0,0.0,128900000.0,-3900000.0,132700000.0,132700000.0,62000000.0,194700000.0,9600000.0,0.0,0.0,185100000.0,10900000.0,14800000.0,4100000.0,4100000.0,,,196000000.0,3500000.0,199500000.0,199500000.0,2023-09-30
0.0,0.222749,29500000.0,15800000.0,4100000.0,3400000.0,29500000.0,25400000.0,-4300000.0,4300000.0,15800000.0,15800000.0,6200000.0,10604027.0,10604027.0,1.49,1.49,15800000.0,15800000.0,0.0,15800000.0,-500000.0,16400000.0,16400000.0,4700000.0,21100000.0,11600000.0,-4300000.0,4300000.0,13800000.0,2800000.0,12800000.0,4100000.0,4100000.0,,,16600000.0,3400000.0,20000000.0,20000000.0,2023-06-30
0.0,0.159793,185089000.0,142595000.0,4627000.0,2456000.0,185089000.0,180462000.0,33302000.0,9685000.0,142595000.0,142595000.0,-13108000.0,,,,,142595000.0,142595000.0,0.0,142595000.0,-993000.0,143488000.0,143488000.0,27289000.0,170777000.0,-48267000.0,33302000.0,9685000.0,137854000.0,-15564000.0,-24335000.0,4627000.0,4627000.0,,,122290000.0,2456000.0,124746000.0,124746000.0,2023-03-31
,,,,,,,,,,,,,10677966.0,10677966.0,0.59,0.59,,,,,,,,,,,,,,,,,,2900000.0,2900000.0,,,,,2022-12-31
0.0,0.221258,52500000.0,34800000.0,6400000.0,5800000.0,52500000.0,46100000.0,0.0,0.0,34800000.0,34800000.0,-100000.0,10609756.0,10609756.0,3.28,3.28,34800000.0,34800000.0,0.0,34800000.0,-1000000.0,35900000.0,35900000.0,10200000.0,46100000.0,2500000.0,0.0,0.0,43600000.0,-5900000.0,11600000.0,6400000.0,6400000.0,4100000.0,4100000.0,37700000.0,5800000.0,43500000.0,43500000.0,2024-06-30 00:00:00
