Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off
0.0,0.131502,-147580000.0,-157520000.0,14700000.0,158050000.0,-147580000.0,-162280000.0,-11330000.0,11330000.0,-157520000.0,-157520000.0,1163550000.0,,,,,-157520000.0,-157520000.0,0.0,-157520000.0,-6740000.0,-150780000.0,-150780000.0,-22830000.0,-173610000.0,85160000.0,-11330000.0,11330000.0,476870000.0,1005500000.0,496680000.0,14700000.0,14700000.0,256350000.0,256350000.0,1482370000.0,158050000.0,1640420000.0,1640420000.0,2024-03-31,,,,
0.0,0.241906,653710000.0,456550000.0,37270000.0,171010000.0,653710000.0,616440000.0,-13850000.0,13850000.0,456550000.0,456550000.0,1036640000.0,1755961538.0,1755961538.0,0.26,0.26,456550000.0,456550000.0,0.0,456550000.0,270000.0,456820000.0,456820000.0,145770000.0,602590000.0,45210000.0,-13850000.0,13850000.0,571230000.0,865630000.0,431810000.0,37270000.0,37270000.0,174890000.0,174890000.0,1436860000.0,171010000.0,1607870000.0,1607870000.0,2023-12-31,,,,
0.0,0.273705,676470000.0,469550000.0,9970000.0,111210000.0,676470000.0,666500000.0,-20000000.0,20000000.0,469550000.0,469550000.0,779180000.0,1739074074.0,1739074074.0,0.27,0.27,469550000.0,469550000.0,0.0,469550000.0,,469550000.0,469550000.0,176950000.0,646500000.0,28740000.0,-20000000.0,20000000.0,637760000.0,667970000.0,332410000.0,9970000.0,9970000.0,138550000.0,138550000.0,1305730000.0,111210000.0,1416940000.0,1416940000.0,2023-09-30,,,,
0.0,0.261587,375010000.0,260230000.0,9700000.0,78340000.0,375010000.0,365310000.0,-14490000.0,14490000.0,260230000.0,260230000.0,901140000.0,1734866667.0,1734866667.0,0.15,0.15,260230000.0,260230000.0,0.0,260230000.0,1180000.0,259050000.0,259050000.0,91770000.0,350820000.0,25930000.0,-14490000.0,14490000.0,339380000.0,822800000.0,387210000.0,9700000.0,9700000.0,250910000.0,250910000.0,1162180000.0,78340000.0,1240520000.0,1240520000.0,2023-06-30,,,,
0.0,0.300936,458210000.0,311530000.0,9350000.0,6410000.0,458210000.0,448860000.0,70980000.0,4580000.0,311530000.0,311530000.0,731410000.0,,,,,311530000.0,311530000.0,0.0,311530000.0,950000.0,310580000.0,310580000.0,133700000.0,444280000.0,-80480000.0,70980000.0,4580000.0,434540000.0,725000000.0,-164870000.0,9350000.0,-6800000.0,670430000.0,560050000.0,1159540000.0,6410000.0,1165950000.0,1165950000.0,2023-03-31,,,,
,,,,,,,,,,,,,1737250000.0,1737250000.0,0.24,0.24,,,,,0.0,,,,,,,,,,,,,,,,,,,2022-12-31,,,,
0.0,0.280876,505870000.0,324840000.0,22610000.0,198660000.0,505870000.0,483260000.0,-11450000.0,11450000.0,324840000.0,324840000.0,1078930000.0,1709684211.0,1709684211.0,0.19,0.19,324840000.0,324840000.0,0.0,324840000.0,-14450000.0,339290000.0,339290000.0,132520000.0,471810000.0,36170000.0,-11450000.0,11450000.0,447090000.0,880270000.0,436610000.0,22610000.0,22610000.0,181870000.0,181870000.0,1327360000.0,198660000.0,1526020000.0,1526020000.0,2024-06-30 00:00:00,0.0,0.0,0.0,0.0
