Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
118247132.0,118247132.0,20624700000.0,21268400000.0,9083400000.0,32688300000.0,-1929600000.0,9083400000.0,256800000.0,11676700000.0,18419400000.0,11920800000.0,244100000.0,11676700000.0,11440200000.0,,,236500000.0,236500000.0,36727200000.0,8525700000.0,163700000.0,,,1125900000.0,6948900000.0,206200000.0,6742700000.0,287200000.0,28201500000.0,1591700000.0,14319500000.0,50600000.0,14268900000.0,,100900000.0,11052600000.0,,,23900000.0,11028700000.0,48648000000.0,22376100000.0,235400000.0,,1435300000.0,1435300000.0,,405800000.0,,2593300000.0,2593300000.0,16005900000.0,,16005900000.0,618000000.0,15387900000.0,,,,,26271900000.0,11309600000.0,,,7436700000.0,,,,,,,6704000000.0,,,821600000.0,434700000.0,386900000.0,,2024-03-31
118247132.0,118247132.0,19767700000.0,20545300000.0,8344000000.0,30945600000.0,279700000.0,8344000000.0,258600000.0,10658900000.0,18623500000.0,10822200000.0,163300000.0,10658900000.0,10422400000.0,,,236500000.0,236500000.0,31126400000.0,9542400000.0,169300000.0,,,936100000.0,8177100000.0,212500000.0,7964600000.0,259900000.0,21584000000.0,1066500000.0,12368200000.0,46100000.0,12322100000.0,,90900000.0,6952400000.0,,,196800000.0,6755600000.0,41948600000.0,20084900000.0,237300000.0,,1213800000.0,1213800000.0,,338600000.0,,2314900000.0,2314900000.0,15980300000.0,,15980300000.0,505600000.0,15474700000.0,,,,,21863700000.0,10795100000.0,,,5049000000.0,,,,,,,4989100000.0,,,1030500000.0,511500000.0,519000000.0,,2023-09-30
118247132.0,118247132.0,16472851000.0,17032281000.0,8105709000.0,27060788000.0,-1661720000.0,8105709000.0,269089000.0,10297596000.0,16620456000.0,10308262000.0,10666000.0,10297596000.0,26756000.0,9090640000.0,562997000.0,236494000.0,236494000.0,25069889000.0,7703217000.0,1000.0,221122000.0,18556000.0,917649000.0,6545889000.0,223029000.0,6322860000.0,221100000.0,17366672000.0,42799000.0,10486392000.0,46060000.0,10440332000.0,261631000.0,47791000.0,5124532000.0,611049000.0,2219000.0,147198000.0,4364066000.0,35378151000.0,19673198000.0,21454000.0,161062000.0,156252000.0,996200000.0,156252000.0,587910000.0,587910000.0,2191887000.0,2191887000.0,15894490000.0,-4875030000.0,20769520000.0,2651351000.0,13243100000.0,13546465000.0,2357778000.0,2213926000.0,0.0,15704952000.0,10452000.0,2219000.0,1113790000.0,4238963000.0,41029000.0,233255000.0,1302589000.0,2662090000.0,4870912000.0,71391000.0,4691280000.0,-1247000.0,4692527000.0,705945000.0,415604000.0,290341000.0,290341000.0,2023-03-31
