Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Total Revenue,Operating Revenue,Date,Net Policyholder Benefits And Claims
0.0,0.260852,21185300000.0,2569100000.0,106800500000.0,-51535100000.0,51535100000.0,146718400000.0,21185300000.0,21185300000.0,252124500000.0,,,,,21185300000.0,21185300000.0,21185300000.0,-19664000000.0,40849300000.0,40849300000.0,14416100000.0,55265400000.0,1418900000.0,-51535100000.0,51535100000.0,17203300000.0,2569100000.0,307389900000.0,307389900000.0,2024-03-31,
0.0,0.255141,21576700000.0,2320900000.0,102074800000.0,-47765300000.0,47765300000.0,139483100000.0,21576700000.0,21576700000.0,223691600000.0,1610201493.0,1586522059.0,13.4,13.6,21576700000.0,21576700000.0,21576700000.0,-18876200000.0,40452900000.0,40452900000.0,13856600000.0,54309500000.0,3841800000.0,-47765300000.0,47765300000.0,16065200000.0,2320900000.0,278001100000.0,278001100000.0,2023-12-31,
0.0,0.290325,19289600000.0,2088300000.0,97412300000.0,-44490600000.0,44490600000.0,131348900000.0,19289600000.0,19289600000.0,196499300000.0,1607466667.0,1594181818.0,12.0,12.1,19289600000.0,19289600000.0,19289600000.0,-18267600000.0,37557200000.0,37557200000.0,15364500000.0,52921700000.0,3313000000.0,-44490600000.0,44490600000.0,15193800000.0,2088300000.0,249421000000.0,249421000000.0,2023-09-30,
0.0,0.276263,19426300000.0,2023000000.0,91457800000.0,-40204100000.0,40204100000.0,121961300000.0,19426300000.0,19426300000.0,171417600000.0,1605479339.0,1592319672.0,12.1,12.2,19426300000.0,19426300000.0,19426300000.0,-17667900000.0,37094200000.0,37094200000.0,14159500000.0,51253700000.0,3239400000.0,-40204100000.0,40204100000.0,12550800000.0,2023000000.0,222671300000.0,222671300000.0,2023-06-30,
0.0,0.265462,17689500000.0,1805800000.0,79760300000.0,-36144100000.0,34355700000.0,110546900000.0,17689500000.0,17689500000.0,202551700000.0,,,,,17689500000.0,17689500000.0,17689500000.0,-15661900000.0,33351400000.0,33351400000.0,12053200000.0,45404600000.0,-7379500000.0,-36144100000.0,34355700000.0,7619800000.0,1805800000.0,247956300000.0,247956300000.0,2023-03-31,
,,,,,,,,,,,1591089286.0,1591089286.0,11.2,11.2,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.29474,21377000000.0,2670100000.0,115604200000.0,-55920100000.0,55920100000.0,155957800000.0,21377000000.0,21377000000.0,209483800000.0,1607293233.0,1595298507.0,13.3,13.4,21377000000.0,21377000000.0,21377000000.0,-20715800000.0,42092800000.0,42092800000.0,17591300000.0,59684100000.0,5273200000.0,-55920100000.0,55920100000.0,17722400000.0,2670100000.0,269167900000.0,269167900000.0,2024-06-30 00:00:00,
