Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
50194172.0,50194172.0,367850000.0,368073000.0,-544847000.0,-176774000.0,-1540000.0,-544847000.0,-544847000.0,-176774000.0,-544847000.0,-544847000.0,-1046789000.0,,,501942000.0,501942000.0,640779000.0,631970000.0,,,368073000.0,368073000.0,440000.0,8809000.0,8479000.0,,10000.0,319000.0,,,319000.0,95932000.0,88663000.0,88008000.0,,0.0,,655000.0,,,,,,7269000.0,1384000.0,,,5885000.0,5662000.0,223000.0,,2024-03-31
50194172.0,50194172.0,362178000.0,362399000.0,-526057000.0,-163658000.0,156000.0,-526057000.0,-526057000.0,-163658000.0,-526057000.0,-526057000.0,-1027999000.0,,,501942000.0,501942000.0,620696000.0,614900000.0,,,362399000.0,362399000.0,417000.0,5796000.0,5667000.0,,10000.0,118000.0,,,118000.0,94639000.0,88687000.0,88008000.0,,8000.0,8000.0,671000.0,,,,,,5952000.0,69000.0,,,5883000.0,5662000.0,221000.0,,2023-09-30
50194172.0,50194172.0,355816000.0,356039000.0,-506109000.0,-150070000.0,-292000.0,-506109000.0,-506109000.0,-150070000.0,-506109000.0,-506109000.0,-1008051000.0,-1022640000.0,14589000.0,501942000.0,501942000.0,600697000.0,594520000.0,376000.0,238105000.0,356039000.0,356039000.0,376000.0,6177000.0,5643000.0,9000.0,9000.0,525000.0,249000.0,1000.0,275000.0,94588000.0,88703000.0,88008000.0,88016000.0,8000.0,8000.0,687000.0,-35072000.0,35759000.0,33886000.0,1873000.0,0.0,5885000.0,,5644000.0,18000.0,223000.0,5662000.0,223000.0,223000.0,2023-03-31
50194172.0,50194172.0,376020000.0,376248000.0,-563970000.0,-187722000.0,1759000.0,-563970000.0,-563970000.0,-187722000.0,-563970000.0,-563970000.0,-1065912000.0,,,501942000.0,501942000.0,660115000.0,654377000.0,,,376248000.0,376248000.0,153000.0,5738000.0,5602000.0,,2000.0,133000.0,,,133000.0,96145000.0,88648000.0,88008000.0,,,,640000.0,,,,,,7497000.0,1648000.0,,,5849000.0,5621000.0,228000.0,,2024-09-30 00:00:00
