Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1018476.884532,0.076428,238652000.0,13326000.0,13326000.0,252573000.0,3387000.0,13801000.0,251978000.0,248591000.0,240265476.884532,252573000.0,-190945000.0,,,,,252573000.0,252573000.0,0.0,252573000.0,-13944000.0,266518000.0,266518000.0,22055000.0,288573000.0,2027000.0,13326000.0,248591000.0,-204746000.0,21282000.0,3387000.0,3387000.0,43845000.0,13801000.0,57646000.0,57646000.0,2024-03-31
5781583.053529,0.030486,46778000.0,189649000.0,189649000.0,351421000.0,3592000.0,13047000.0,236427000.0,232835000.0,167553583.053529,351421000.0,-181301000.0,22541437.0,22541437.0,15.59,15.59,351421000.0,351421000.0,0.0,351421000.0,-59179000.0,410599000.0,410599000.0,12911000.0,423510000.0,1045000.0,189649000.0,232835000.0,-194348000.0,15380000.0,3592000.0,3592000.0,38487000.0,13047000.0,51534000.0,51534000.0,2023-12-31
0.0,0.368791,29735000.0,0.0,0.0,20214000.0,3301000.0,13772000.0,29735000.0,26434000.0,20214000.0,20214000.0,33686000.0,22460000.0,22460000.0,0.9,0.9,20214000.0,20214000.0,0.0,20214000.0,4951000.0,15262000.0,15262000.0,8917000.0,24179000.0,71000.0,0.0,26434000.0,19914000.0,16613000.0,3301000.0,3301000.0,46348000.0,13772000.0,60120000.0,60120000.0,2023-09-30
0.0,0.275542,30980000.0,0.0,0.0,24406000.0,3237000.0,10512000.0,30980000.0,27743000.0,24406000.0,24406000.0,25209000.0,22598148.0,22598148.0,1.08,1.08,24406000.0,24406000.0,0.0,24406000.0,4475000.0,19932000.0,19932000.0,7581000.0,27513000.0,1261000.0,0.0,27743000.0,14697000.0,11555000.0,3237000.0,3237000.0,42440000.0,10512000.0,52952000.0,52952000.0,2023-06-30
0.0,0.3,-82143000.0,0.0,0.0,-64912000.0,2588000.0,11557000.0,-82143000.0,-84731000.0,-64912000.0,-64912000.0,80700000.0,,,,,-64912000.0,-64912000.0,0.0,-64912000.0,9666000.0,-74579000.0,-74579000.0,8790000.0,-65789000.0,3230000.0,0.0,-84731000.0,69143000.0,59837000.0,2588000.0,2588000.0,-15588000.0,11557000.0,-4031000.0,-4031000.0,2023-03-31
,,,,,,,,,,,,,22129339.0,22129339.0,12.1,12.1,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.225232,93955000.0,0.0,0.0,73396000.0,3129000.0,10225000.0,93955000.0,90826000.0,73396000.0,73396000.0,-33793000.0,22514110.0,22514110.0,3.26,3.26,73396000.0,73396000.0,0.0,73396000.0,2958000.0,70438000.0,70438000.0,20477000.0,90915000.0,89000.0,0.0,90826000.0,-44018000.0,12383000.0,3129000.0,3129000.0,46808000.0,10225000.0,57033000.0,57033000.0,2024-06-30 00:00:00
