Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,7309778829.0,7309778829.0,625100000.0,156424700000.0,163264700000.0,120362500000.0,156424700000.0,625100000.0,163264700000.0,163264700000.0,163443900000.0,179200000.0,163264700000.0,155954900000.0,,,7309800000.0,7309800000.0,231822900000.0,11555600000.0,,1177600000.0,54700000.0,602500000.0,602500000.0,0.0,9672800000.0,220267300000.0,162898400000.0,,22600000.0,22600000.0,0.0,6945300000.0,37065900000.0,,,2800000.0,37063100000.0,395266800000.0,54637000000.0,2520000000.0,,5746800000.0,5494900000.0,5494900000.0,,1515700000.0,1515700000.0,400000.0,6840000000.0,6840000000.0,32448900000.0,,32448900000.0,4564200000.0,27884700000.0,,,,,340629800000.0,74217000000.0,,,74468900000.0,,,,,,14100000.0,4496100000.0,73923800000.0,113509900000.0,101446700000.0,12063200000.0,,,2024-03-31
,7309778829.0,7309778829.0,613800000.0,140539800000.0,148161900000.0,103626400000.0,140539800000.0,613800000.0,148161900000.0,148161900000.0,148338800000.0,176900000.0,148161900000.0,140852100000.0,,,7309800000.0,7309800000.0,214330300000.0,10747300000.0,,1320300000.0,31300000.0,592500000.0,592500000.0,0.0,8672900000.0,203583000000.0,154163000000.0,0.0,21300000.0,21300000.0,0.0,4081500000.0,28943600000.0,,,0.0,28943600000.0,362669100000.0,55459700000.0,4482200000.0,,5669500000.0,4775100000.0,4775100000.0,,1860100000.0,1860100000.0,600000.0,7622100000.0,7622100000.0,30981400000.0,,30981400000.0,4334800000.0,26646600000.0,,,,,307209400000.0,76058500000.0,,,67323400000.0,,,,,,15700000.0,5035900000.0,73359100000.0,85416800000.0,70991600000.0,14425200000.0,,,2023-09-30
,7309778829.0,7309778829.0,613400000.0,130994300000.0,138616300000.0,94819600000.0,130994300000.0,613400000.0,138616300000.0,138616300000.0,138793800000.0,177500000.0,138616300000.0,131306500000.0,93517900000.0,186800000.0,7309800000.0,7309800000.0,216117900000.0,10460100000.0,3700000.0,1339500000.0,28900000.0,594200000.0,594200000.0,0.0,8446500000.0,205657800000.0,3293600000.0,0.0,19200000.0,19200000.0,0.0,6275400000.0,42122300000.0,7164300000.0,24600000.0,0.0,34933400000.0,354911700000.0,54434300000.0,58700000.0,214100000.0,5037200000.0,4492600000.0,1600000.0,4491000000.0,2007300000.0,2007300000.0,600000.0,7622000000.0,7622000000.0,30783600000.0,-24306700000.0,55090300000.0,3852900000.0,14321100000.0,23448200000.0,9926500000.0,3541600000.0,0.0,300477400000.0,306200000.0,197300000.0,18898600000.0,64480400000.0,-17100000.0,146700000.0,3823200000.0,19628700000.0,40898900000.0,63307400000.0,4031400000.0,70334800000.0,82952700000.0,43495800000.0,39456900000.0,31039500000.0,8417400000.0,2023-03-31
