Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
90220495.0,90220495.0,182998000.0,12642881000.0,22404901000.0,13573528000.0,12642881000.0,149247000.0,22371150000.0,22371150000.0,22374911000.0,3761000.0,22371150000.0,21468945000.0,,,902205000.0,902205000.0,18008313000.0,2202819000.0,,,1527851000.0,77597000.0,77597000.0,13571000.0,15805494000.0,689589000.0,105401000.0,71650000.0,33751000.0,759723000.0,9226099000.0,,,14585000.0,9211514000.0,40383224000.0,11004202000.0,,103133000.0,270541000.0,270541000.0,9728269000.0,9728177000.0,92000.0,181617000.0,,181617000.0,181617000.0,,,,29379022000.0,733754000.0,,,,9916422000.0,,,,,14979995000.0,,,3748851000.0,2875423000.0,873428000.0,,2024-03-31
90220495.0,90220495.0,203058000.0,11686376000.0,20906642000.0,11056896000.0,11686376000.0,182984000.0,20886568000.0,20886568000.0,20890089000.0,3521000.0,20886568000.0,19984363000.0,,,902205000.0,902205000.0,12484116000.0,1358303000.0,,,1214367000.0,114135000.0,114135000.0,29801000.0,11125813000.0,393623000.0,88923000.0,68849000.0,20074000.0,374642000.0,5577679000.0,,,18682000.0,5558997000.0,33374205000.0,11191496000.0,,98841000.0,752491000.0,752491000.0,9200192000.0,9200103000.0,89000.0,220017000.0,,,,,,,22182709000.0,327827000.0,,,,10118583000.0,,,,,8903930000.0,,,2832369000.0,1215226000.0,1617143000.0,,2023-09-30
90220495.0,90220495.0,29647000.0,13651465000.0,22349865000.0,12876082000.0,13651465000.0,0.0,22320218000.0,22320218000.0,22323737000.0,3519000.0,22320218000.0,21418013000.0,20293712000.0,216855000.0,902205000.0,902205000.0,21184542000.0,1478946000.0,27392000.0,17256000.0,1434298000.0,0.0,0.0,27392000.0,19705596000.0,554050000.0,29647000.0,0.0,29647000.0,777567000.0,18233251000.0,4263786000.0,2387000.0,191379000.0,13775699000.0,43508279000.0,10926601000.0,1196202000.0,79459000.0,1406072000.0,1406072000.0,8668753000.0,8668669000.0,84000.0,49774000.0,-334459000.0,384233000.0,20499000.0,100032000.0,263702000.0,0.0,32581678000.0,418994000.0,2354000.0,2387000.0,61477000.0,11343386000.0,7631359000.0,3712027000.0,76268000.0,208460000.0,18333050000.0,-427651000.0,18760701000.0,2135302000.0,371653000.0,1763649000.0,1763649000.0,2023-03-31
