Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Current Provisions,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Work In Process
666240000.0,666240000.0,21299000.0,23525000.0,677576000.0,701101000.0,623682000.0,677576000.0,677576000.0,695195000.0,677576000.0,677576000.0,11336000.0,,,666240000.0,666240000.0,24562000.0,17619000.0,,0.0,17619000.0,17619000.0,6943000.0,272000.0,,5906000.0,5906000.0,275000.0,,0.0,275000.0,702138000.0,71513000.0,33086000.0,,5232000.0,33195000.0,,,,630625000.0,5447000.0,,,903000.0,,,,571727000.0,,37653000.0,,,14895000.0,12669000.0,2226000.0,,2023-09-30,,,,,,
256265867.0,256265867.0,22993000.0,24958000.0,236807000.0,261765000.0,184322000.0,236807000.0,236807000.0,256290000.0,236807000.0,236807000.0,14727000.0,,,222080000.0,222080000.0,26198000.0,19484000.0,1000.0,0.0,19483000.0,19483000.0,6714000.0,284000.0,,5475000.0,5475000.0,465000.0,,0.0,465000.0,263005000.0,71969000.0,33086000.0,,4910000.0,33973000.0,,,,191036000.0,5052000.0,,,903000.0,,,,134960000.0,,31045000.0,,,19076000.0,17111000.0,1965000.0,,2023-06-30,,,,,,
256246153.0,256246153.0,14728000.0,26296000.0,237763000.0,264059000.0,186476000.0,237763000.0,237763000.0,258584000.0,237763000.0,237763000.0,,6711000.0,8972000.0,222080000.0,222080000.0,28090000.0,20820000.0,-1000.0,0.0,20821000.0,20821000.0,7270000.0,263000.0,0.0,5475000.0,5475000.0,921000.0,37000.0,,884000.0,265853000.0,72107000.0,,766000.0,4588000.0,66753000.0,66753000.0,32000000.0,34753000.0,193746000.0,,4063000.0,2523000.0,1522000.0,69000.0,257000.0,1196000.0,105451000.0,1815000.0,54747000.0,0.0,54747000.0,23625000.0,12057000.0,11568000.0,11568000.0,2023-03-31,,,,,,
256246153.0,256246153.0,19767000.0,27629000.0,236215000.0,263844000.0,205103000.0,236215000.0,236215000.0,259504000.0,236215000.0,236215000.0,14135000.0,,,222080000.0,222080000.0,36693000.0,23289000.0,,0.0,23289000.0,23289000.0,13404000.0,7265000.0,,4340000.0,4340000.0,1799000.0,,0.0,1799000.0,272908000.0,54401000.0,766000.0,,5132000.0,48503000.0,,,,218507000.0,10872000.0,,,30088000.0,,,,65532000.0,,104153000.0,,,7862000.0,,7862000.0,,2022-12-31,,,,,,
666240000.0,666240000.0,16946000.0,19133000.0,684594000.0,703727000.0,646049000.0,684594000.0,684594000.0,699013000.0,684594000.0,684594000.0,,9382000.0,8972000.0,666240000.0,666240000.0,21956000.0,16668000.0,,2249000.0,14419000.0,14419000.0,5288000.0,,,4714000.0,4714000.0,314000.0,,0.0,314000.0,706550000.0,55213000.0,32319000.0,0.0,0.0,22894000.0,43086000.0,,495000.0,651337000.0,,,481000.0,319564000.0,,319564000.0,0.0,123822000.0,9000.0,194062000.0,,,13399000.0,11212000.0,2187000.0,2187000.0,2024-03-31 00:00:00,260000.0,-20192000.0,39772000.0,2819000.0,0.0,0.0
