Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
182244250.0,182244250.0,1275290000.0,1276360000.0,2537620000.0,3813980000.0,923740000.0,2537620000.0,2537620000.0,2846820000.0,2537620000.0,2537620000.0,,362470000.0,1189220000.0,79800000.0,280890000.0,280890000.0,2738070000.0,626660000.0,,0.0,317460000.0,309200000.0,309200000.0,2111410000.0,27700000.0,967160000.0,967160000.0,650000.0,45010000.0,1063610000.0,15890000.0,87950000.0,959770000.0,5275690000.0,2240540000.0,,0.0,9980000.0,1620000.0,1620000.0,2225960000.0,-455020000.0,2680980000.0,204700000.0,87500000.0,1583960000.0,485770000.0,319050000.0,0.0,3035150000.0,49430000.0,50480000.0,610650000.0,1140260000.0,,192550000.0,7640000.0,940070000.0,3670000.0,0.0,1175130000.0,-4360000.0,1179500000.0,5530000.0,4460000.0,1070000.0,1070000.0,2024-03-31
182244250.0,182244250.0,1002130000.0,1015160000.0,2159640000.0,3174800000.0,720740000.0,2159640000.0,2159640000.0,2471360000.0,2159640000.0,2159640000.0,790000.0,362470000.0,808920000.0,79800000.0,280890000.0,280890000.0,1734540000.0,601960000.0,10000.0,1210000.0,288820000.0,311720000.0,311720000.0,1132580000.0,7180000.0,703440000.0,703440000.0,1410000.0,94920000.0,308880000.0,7420000.0,61160000.0,240300000.0,3894180000.0,2040860000.0,20000.0,5450000.0,12510000.0,1560000.0,1560000.0,2016080000.0,-402820000.0,2418900000.0,143180000.0,87500000.0,1415400000.0,453770000.0,319050000.0,0.0,1853320000.0,,28490000.0,536690000.0,490830000.0,10000.0,229620000.0,5570000.0,255630000.0,53030000.0,0.0,727630000.0,-1130000.0,728760000.0,16650000.0,3620000.0,13030000.0,13030000.0,2023-09-30
