Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3,-7893000.0,0.0,0.0,-7244000.0,3921000.0,39708000.0,-7893000.0,-11814000.0,-550000.0,550000.0,-7244000.0,-7244000.0,53351000.0,30613867.0,30613867.0,-0.236625,-0.236625,-7244000.0,-7244000.0,0.0,-7244000.0,-7244000.0,0.0,-7244000.0,-5120000.0,-12364000.0,110000.0,0.0,-550000.0,550000.0,-11924000.0,13643000.0,9722000.0,3921000.0,3921000.0,1719000.0,39708000.0,41427000.0,41427000.0,2023-09-30
0.0,0.09615,9157000.0,,,4343000.0,4025000.0,41955000.0,9157000.0,5132000.0,-327000.0,327000.0,4343000.0,4343000.0,54632000.0,29715921.0,29715921.0,0.146151,0.146151,4343000.0,4343000.0,0.0,4343000.0,4343000.0,,4343000.0,462000.0,4805000.0,545000.0,,-327000.0,327000.0,4587000.0,12677000.0,8652000.0,4025000.0,4025000.0,17264000.0,41955000.0,59219000.0,59219000.0,2023-06-30
0.0,0.226503,-16418000.0,,,-18589000.0,5934000.0,48467000.0,-16418000.0,-22352000.0,-1683000.0,1683000.0,-18589000.0,-18589000.0,68566000.0,,,,,-18589000.0,-18589000.0,0.0,-18589000.0,-18591000.0,,-18591000.0,-5444000.0,-24035000.0,817000.0,,-1683000.0,1683000.0,-23168000.0,20099000.0,14165000.0,5934000.0,5934000.0,-3069000.0,48467000.0,45398000.0,45398000.0,2023-03-31
0.0,0.264054,18407000.0,0.0,0.0,10931000.0,3141000.0,30135000.0,18407000.0,15266000.0,-413000.0,413000.0,10931000.0,10931000.0,41737000.0,27555209.0,27555209.0,0.396695,0.396695,10931000.0,10931000.0,0.0,10931000.0,10931000.0,,10931000.0,3922000.0,14853000.0,661000.0,0.0,-413000.0,413000.0,14605000.0,11602000.0,8461000.0,3141000.0,3141000.0,26207000.0,30135000.0,56342000.0,56342000.0,2022-12-31
0.0,0.098979,9896000.0,0.0,0.0,4852000.0,3598000.0,49997000.0,9896000.0,6298000.0,-913000.0,913000.0,4852000.0,4852000.0,62898000.0,54168430.0,54168430.0,0.15,0.21,4852000.0,4852000.0,0.0,4852000.0,4852000.0,0.0,4852000.0,533000.0,5385000.0,3637000.0,0.0,-913000.0,913000.0,2661000.0,12901000.0,9303000.0,3598000.0,3598000.0,15562000.0,49997000.0,65559000.0,65559000.0,2024-06-30 00:00:00
