Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Held To Maturity Securities,Goodwill And Other Intangible Assets,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
44741070.0,44741070.0,965728000.0,974520000.0,2767350000.0,3741870000.0,1114131000.0,2767350000.0,2767350000.0,2981517000.0,2767350000.0,2767350000.0,2319939000.0,447411000.0,447411000.0,2096078000.0,311514000.0,13133000.0,214167000.0,214167000.0,79771000.0,1784564000.0,63688000.0,760353000.0,760353000.0,3597000.0,912979000.0,3210000.0,909769000.0,4863428000.0,1964733000.0,136000.0,21958000.0,21958000.0,1942639000.0,2898695000.0,140770000.0,1550986000.0,280000.0,1166602000.0,40057000.0,31265000.0,8792000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
44741070.0,44741070.0,1169477000.0,1172473000.0,2744264000.0,3916737000.0,973540000.0,2744264000.0,2744264000.0,2995931000.0,2744264000.0,2744264000.0,2296853000.0,447411000.0,447411000.0,2253286000.0,347867000.0,75897000.0,251667000.0,251667000.0,15510000.0,1905419000.0,48492000.0,920806000.0,920806000.0,5988000.0,881945000.0,840000.0,881105000.0,4997550000.0,2118591000.0,,179683000.0,179683000.0,1938908000.0,2878959000.0,154935000.0,1394282000.0,280000.0,1295054000.0,34408000.0,31412000.0,2996000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
44741070.0,44741070.0,933642000.0,939549000.0,2740551000.0,3680100000.0,1019256000.0,2740551000.0,2740551000.0,3029718000.0,2740551000.0,2740551000.0,2293140000.0,447411000.0,447411000.0,1934960000.0,383060000.0,75519000.0,289167000.0,289167000.0,13929000.0,1551900000.0,65660000.0,650382000.0,650382000.0,13653000.0,769566000.0,0.0,769566000.0,4675511000.0,2104355000.0,,120196000.0,120196000.0,1984159000.0,2571156000.0,113710000.0,1318103000.0,280000.0,1103976000.0,35087000.0,29180000.0,5907000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,
