Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
10000175.0,10000175.0,25160000.0,1908140000.0,1935950000.0,1833190000.0,1908140000.0,20320000.0,1931110000.0,1934370000.0,1931110000.0,1931110000.0,1831110000.0,,,100000000.0,100000000.0,120540000.0,27810000.0,18050000.0,14790000.0,3260000.0,9760000.0,92730000.0,23220000.0,7110000.0,5530000.0,1580000.0,1680000.0,60100000.0,,,8360000.0,51740000.0,2051650000.0,125730000.0,,49020000.0,2920000.0,2920000.0,22970000.0,,50820000.0,,50820000.0,2700000.0,48120000.0,,,,1925920000.0,128610000.0,,,308510000.0,,,,0.0,16150000.0,,,1472650000.0,1332030000.0,140620000.0,,,2024-03-31,
10000175.0,10000175.0,27590000.0,1945840000.0,1971220000.0,1858670000.0,1945840000.0,26760000.0,1970390000.0,1970390000.0,1970390000.0,1970390000.0,1870390000.0,,,100000000.0,100000000.0,119530000.0,26150000.0,16850000.0,16850000.0,,9300000.0,93380000.0,20180000.0,10740000.0,9910000.0,830000.0,2960000.0,59110000.0,,,3840000.0,55270000.0,2089920000.0,137870000.0,,21930000.0,24740000.0,24740000.0,24550000.0,,51400000.0,,51400000.0,,51400000.0,,,,1952050000.0,144460000.0,,,403730000.0,,,,0.0,56320000.0,,,1347540000.0,1331790000.0,15750000.0,,,2023-09-30,
10000175.0,10000175.0,33270000.0,1922690000.0,1949640000.0,1776800000.0,1922690000.0,32450000.0,1948820000.0,1948820000.0,1948820000.0,1948820000.0,1848820000.0,874070000.0,987790000.0,100000000.0,100000000.0,116980000.0,28150000.0,20270000.0,20270000.0,,7880000.0,88830000.0,10460000.0,13000000.0,12180000.0,820000.0,2300000.0,59580000.0,8870000.0,130000.0,680000.0,49900000.0,2065800000.0,200170000.0,-20000.0,27290000.0,75250000.0,75250000.0,26130000.0,26130000.0,60430000.0,-27740000.0,88170000.0,,7960000.0,39020000.0,41190000.0,0.0,1865630000.0,3350000.0,299260000.0,123770000.0,344770000.0,327690000.0,17080000.0,21590000.0,9320000.0,42950000.0,-250000.0,43200000.0,1020620000.0,1015580000.0,5040000.0,0.0,5040000.0,2023-03-31,
