Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
627846588.0,627846588.0,4280900000.0,9800200000.0,66217700000.0,76197200000.0,37593000000.0,66217700000.0,66397000000.0,67093800000.0,68118800000.0,1721800000.0,66397000000.0,65141300000.0,,,1255700000.0,1255700000.0,112855000000.0,1698800000.0,226600000.0,24200000.0,696800000.0,696800000.0,751200000.0,111156200000.0,31397900000.0,,9103400000.0,9103400000.0,1264900000.0,67207300000.0,,,108400000.0,67098900000.0,180973800000.0,32224600000.0,6755800000.0,,631400000.0,2188200000.0,2188200000.0,,1318500000.0,1318500000.0,2939000000.0,179300000.0,173000000.0,6300000.0,12942500000.0,,12942500000.0,407800000.0,12534700000.0,,,,,148749200000.0,81555200000.0,,,17637600000.0,,,,1627400000.0,1960900000.0,31172100000.0,,,14796000000.0,9276700000.0,5519300000.0,,,2024-03-31
627846588.0,627846588.0,12013600000.0,14393300000.0,62659800000.0,77184400000.0,34532100000.0,62659800000.0,62791100000.0,63519900000.0,66077800000.0,3286700000.0,62791100000.0,61535400000.0,,,1255700000.0,1255700000.0,109593200000.0,1652400000.0,235600000.0,,728800000.0,728800000.0,688000000.0,107940800000.0,38321400000.0,,13664500000.0,13664500000.0,1091500000.0,53655200000.0,,,16900000.0,53638300000.0,175671000000.0,33198100000.0,5822200000.0,,456900000.0,4045700000.0,4045700000.0,,1299700000.0,1299700000.0,2549800000.0,131300000.0,125000000.0,6300000.0,12422900000.0,,12422900000.0,187500000.0,12235400000.0,,,,,142472900000.0,77588500000.0,,,16409800000.0,,,,2206500000.0,111300000.0,34556100000.0,,,11600700000.0,9221000000.0,2379700000.0,,,2023-09-30
627846588.0,627846588.0,6914300000.0,9738200000.0,61585500000.0,71406500000.0,33548900000.0,61585500000.0,61668300000.0,62559200000.0,64854600000.0,3186300000.0,61668300000.0,60412600000.0,15170200000.0,27422200000.0,1255700000.0,1255700000.0,100646600000.0,1738300000.0,229000000.0,,890900000.0,890900000.0,618400000.0,98908300000.0,1990700000.0,72500000.0,8847300000.0,8847300000.0,941700000.0,54628500000.0,962300000.0,6200000.0,599800000.0,53060200000.0,165501200000.0,33044000000.0,5816600000.0,3025600000.0,613500000.0,2112500000.0,4116600000.0,2112500000.0,1265600000.0,1265600000.0,2636400000.0,82800000.0,76500000.0,6300000.0,12551700000.0,-13627800000.0,26179500000.0,11979700000.0,12378600000.0,12401400000.0,1048500000.0,749900000.0,0.0,132457200000.0,1015000000.0,3940800000.0,17641200000.0,13740300000.0,887900000.0,1990500000.0,10861900000.0,36570100000.0,5769600000.0,50486000000.0,-317800000.0,50803800000.0,3294200000.0,470300000.0,2823900000.0,1800000.0,2822100000.0,2023-03-31
