Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,323353085.0,323353085.0,166021100000.0,168758700000.0,38346300000.0,206022100000.0,218103700000.0,38346300000.0,1962500000.0,39225900000.0,206022100000.0,39225900000.0,39225900000.0,37609100000.0,,,1616800000.0,1616800000.0,217000800000.0,192451700000.0,6277400000.0,0.0,,168758700000.0,1962500000.0,166796200000.0,218100000.0,24549100000.0,,,,,,24549100000.0,,665500000.0,23883600000.0,256226700000.0,13573900000.0,1026200000.0,,308000000.0,7500000.0,6643900000.0,2771100000.0,,3872800000.0,879600000.0,879600000.0,4708700000.0,,4708700000.0,187600000.0,4521100000.0,,,,242652800000.0,,,119343700000.0,1203400000.0,9591100000.0,,,112514600000.0,111739500000.0,775100000.0,,,2024-03-31
,323101800.0,323101800.0,121649700000.0,124141900000.0,32084700000.0,155776400000.0,174302800000.0,32084700000.0,1108800000.0,32743300000.0,155776400000.0,32743300000.0,32743300000.0,31127800000.0,,,1615500000.0,1615500000.0,174846600000.0,154036200000.0,5551800000.0,0.0,,124141900000.0,1108800000.0,123033100000.0,250100000.0,20810400000.0,,,,,,20810400000.0,,450300000.0,20360100000.0,207589900000.0,12476700000.0,900000000.0,,362000000.0,3000000.0,7341800000.0,3876200000.0,,3465600000.0,658600000.0,658600000.0,3211300000.0,,3211300000.0,324800000.0,2886500000.0,,,,195113200000.0,,,98097800000.0,1201200000.0,3933800000.0,,,91880400000.0,90497000000.0,1383400000.0,,,2023-09-30
,322867726.0,322867726.0,90519400000.0,94008500000.0,28038700000.0,121450800000.0,25054100000.0,28038700000.0,1082700000.0,28525000000.0,28525000000.0,28525000000.0,28525000000.0,887500000.0,24811600000.0,495500000.0,1614300000.0,1614300000.0,127163000000.0,1781100000.0,572600000.0,400000.0,146100000.0,988200000.0,988200000.0,92925800000.0,177400000.0,125381900000.0,4942300000.0,93020300000.0,94500000.0,92925800000.0,31300000.0,9152600000.0,4200000.0,0.0,9148400000.0,155688000000.0,5252400000.0,89100000.0,1365000000.0,373500000.0,0.0,629200000.0,552100000.0,77100000.0,9163300000.0,486300000.0,486300000.0,2309300000.0,-401000000.0,2710300000.0,192900000.0,878200000.0,1467200000.0,172000000.0,0.0,150436000000.0,786900000.0,400000.0,64198800000.0,1365000000.0,7734400000.0,-132700000.0,7867100000.0,77715500000.0,75309100000.0,2406400000.0,0.0,2406400000.0,2023-03-31
