Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,260723629.0,260723629.0,43021100000.0,46094800000.0,42243400000.0,89601400000.0,8707700000.0,42243400000.0,1360500000.0,44867100000.0,66735600000.0,46060500000.0,1193400000.0,44867100000.0,44345700000.0,,,521400000.0,521400000.0,94884400000.0,38026500000.0,,,5768100000.0,22847100000.0,978600000.0,21868500000.0,1181000000.0,56857900000.0,5367200000.0,23247700000.0,381900000.0,22865800000.0,,315400000.0,21921100000.0,,,349000000.0,21572100000.0,140944900000.0,75379300000.0,373100000.0,,,829100000.0,1617300000.0,1617300000.0,,601700000.0,,54100000.0,2623700000.0,2623700000.0,69280300000.0,,69280300000.0,3658300000.0,65622000000.0,,,,,65565600000.0,5106400000.0,,,,,22815900000.0,,,,,818000000.0,27544400000.0,,,9280900000.0,7567700000.0,1713200000.0,,,2024-03-31
,246230880.0,246230880.0,41897000000.0,44416100000.0,35052500000.0,81041100000.0,3921500000.0,35052500000.0,1012900000.0,37637900000.0,60063300000.0,38747100000.0,1109200000.0,37637900000.0,37145400000.0,,,492500000.0,492500000.0,90121800000.0,37732500000.0,,,5146600000.0,23056500000.0,631100000.0,22425400000.0,1151400000.0,52389300000.0,4284200000.0,21359600000.0,381800000.0,20977800000.0,,316500000.0,20630500000.0,,,86800000.0,20543700000.0,128868900000.0,72558100000.0,707800000.0,,,945300000.0,1293800000.0,1293800000.0,,644900000.0,,54700000.0,2585400000.0,2585400000.0,66326200000.0,,66326200000.0,4467100000.0,61859100000.0,,,,,56310800000.0,4591600000.0,,,,,20823400000.0,,,,,743900000.0,25958300000.0,,,4193600000.0,2687400000.0,1506200000.0,,,2023-09-30
,246230880.0,246230880.0,46103900000.0,48823500000.0,31390300000.0,81797000000.0,1506400000.0,31390300000.0,988100000.0,33961600000.0,57565200000.0,34958800000.0,997200000.0,33961600000.0,2265300000.0,17158900000.0,4629200000.0,492500000.0,492500000.0,89526800000.0,36918100000.0,600000.0,995700000.0,4305800000.0,24156200000.0,552600000.0,23603600000.0,995700000.0,52608700000.0,251400000.0,24667300000.0,435500000.0,24231800000.0,526600000.0,526600000.0,22562000000.0,3734200000.0,16100000.0,615400000.0,18196300000.0,124485600000.0,70370500000.0,47500000.0,1063400000.0,59100000.0,1095200000.0,663600000.0,514800000.0,148800000.0,797100000.0,797100000.0,55300000.0,2571300000.0,2571300000.0,63994200000.0,-44861500000.0,108855700000.0,1906100000.0,62088100000.0,87233900000.0,13551700000.0,6164000000.0,0.0,54115100000.0,206700000.0,222800000.0,17900000.0,239400000.0,4351900000.0,21705300000.0,12676500000.0,1077500000.0,7951300000.0,863100000.0,1100000000.0,22832200000.0,-359900000.0,23192100000.0,2575800000.0,844300000.0,1731500000.0,1500000.0,1730000000.0,2023-03-31
