Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
2641258.0,448562206.0,451203464.0,2533300000.0,58277700000.0,58710300000.0,42192900000.0,58277700000.0,2533300000.0,58710300000.0,58710300000.0,58764700000.0,54400000.0,58710300000.0,57807900000.0,902400000.0,902400000.0,8520400000.0,2488700000.0,,2140800000.0,2140800000.0,347900000.0,6031700000.0,804000000.0,392500000.0,392500000.0,,413100000.0,3010600000.0,3010600000.0,67285100000.0,19060500000.0,3600000.0,0.0,12262200000.0,12262200000.0,432600000.0,55500000.0,377100000.0,3153600000.0,3153600000.0,3153600000.0,48224600000.0,506500000.0,53600000.0,6505200000.0,41159300000.0,37910700000.0,3248600000.0,2024-03-31
3747238.0,446369111.0,450116349.0,2631915000.0,56020294000.0,56457869000.0,41897927000.0,56020294000.0,2631915000.0,56457869000.0,56457869000.0,56531493000.0,73624000.0,56457869000.0,55557636000.0,900233000.0,900233000.0,7739753000.0,2532438000.0,,2275995000.0,2275995000.0,256443000.0,5207315000.0,421937000.0,355920000.0,355920000.0,,348016000.0,3083882000.0,3083882000.0,64271246000.0,17166004000.0,26250000.0,0.0,11300910000.0,11300910000.0,437575000.0,60503000.0,377072000.0,3260552000.0,3260552000.0,3260552000.0,47105242000.0,551866000.0,85707000.0,6197246000.0,40270423000.0,39348699000.0,921724000.0,2023-09-30
3747238.0,446369111.0,450116349.0,2265892000.0,54327972000.0,54762997000.0,35713045000.0,54327972000.0,2265892000.0,54762997000.0,54762997000.0,54847969000.0,84972000.0,54762997000.0,53862764000.0,900233000.0,900233000.0,7692280000.0,2183123000.0,245582000.0,1937541000.0,1937541000.0,,5509157000.0,648779000.0,328351000.0,328351000.0,282414000.0,,3061036000.0,3061036000.0,62540249000.0,21318047000.0,20410000.0,100000.0,16800668000.0,16800668000.0,435025000.0,57953000.0,377072000.0,2697819000.0,2697819000.0,2697819000.0,41222202000.0,392797000.0,54766000.0,6773094000.0,34001545000.0,33278141000.0,723404000.0,2023-03-31
