Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Research And Development,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.241792,65330000000.0,,,39860000000.0,10930000000.0,168610000000.0,65330000000.0,54400000000.0,-1710000000.0,1710000000.0,,39860000000.0,39860000000.0,234750000000.0,,,,,,39860000000.0,39860000000.0,0.0,39860000000.0,-90000000.0,39950000000.0,39950000000.0,12740000000.0,52690000000.0,4160000000.0,,,-1710000000.0,,1710000000.0,,50240000000.0,66140000000.0,55210000000.0,10930000000.0,10930000000.0,,,,116380000000.0,168610000000.0,284990000000.0,284990000000.0,2024-03-31
0.0,0.259278,71570000000.0,,,43500000000.0,11430000000.0,162120000000.0,71570000000.0,60140000000.0,-1400000000.0,1400000000.0,,43500000000.0,43500000000.0,228020000000.0,,2713661884.0,2708592777.0,16.03,16.06,43500000000.0,43500000000.0,0.0,43500000000.0,-10000000.0,43510000000.0,43510000000.0,15230000000.0,58740000000.0,3700000000.0,,,-1400000000.0,,1400000000.0,,56440000000.0,65900000000.0,54470000000.0,11430000000.0,11430000000.0,,,,122340000000.0,162120000000.0,284460000000.0,284460000000.0,2023-12-31
0.0,0.252535,62940000000.0,,,38320000000.0,10100000000.0,156550000000.0,62940000000.0,52840000000.0,-1560000000.0,1560000000.0,,38320000000.0,38320000000.0,217530000000.0,,2711960368.0,2708127208.0,14.13,14.15,38320000000.0,38320000000.0,0.0,38320000000.0,-10000000.0,38330000000.0,38330000000.0,12950000000.0,51280000000.0,3650000000.0,,,-1560000000.0,,1560000000.0,,49190000000.0,60980000000.0,50880000000.0,10100000000.0,10100000000.0,,,,110170000000.0,156550000000.0,266720000000.0,266720000000.0,2023-09-30
0.0,0.248083,57090000000.0,,,35340000000.0,9270000000.0,155490000000.0,57090000000.0,47820000000.0,-860000000.0,860000000.0,,35340000000.0,35340000000.0,218580000000.0,,2712202609.0,2708045977.0,13.03,13.05,35340000000.0,35340000000.0,0.0,35340000000.0,30000000.0,35310000000.0,35310000000.0,11650000000.0,46960000000.0,3440000000.0,,,-860000000.0,,860000000.0,,44380000000.0,63090000000.0,53820000000.0,9270000000.0,9270000000.0,,,,107470000000.0,155490000000.0,262960000000.0,262960000000.0,2023-06-30
0.0,0.231711,57455858000.0,,,36286762000.0,9173405000.0,80342264500.0,57455858000.0,48282453000.0,-6012815000.0,1129945500.0,,36286762000.0,36286762000.0,196860456500.0,,,,,,36286762000.0,36286762000.0,0.0,36286762000.0,60000000.0,36226762000.0,36226762000.0,10925745500.0,47152507500.0,13166197500.0,,,-6012815000.0,,1129945500.0,,43806108000.0,116518192000.0,,9173405000.0,9173405000.0,,,,160324300000.0,80342264500.0,240666564500.0,240666564500.0,2023-03-31
,,,413802500.0,413802500.0,,,,,,,,1986252000.0,,,,52635678000.0,2710787558.0,2707204230.0,15.11,15.13,,,,,,,,,,,165521000.0,-165521000.0,,82760500.0,,1986252000.0,,,55180000000.0,,,4138025000.0,32111074000.0,32111074000.0,,,,,2022-12-31
0.0,0.253723,68960000000.0,,,42570000000.0,9980000000.0,168390000000.0,68960000000.0,58980000000.0,-1910000000.0,1910000000.0,,42570000000.0,42570000000.0,232620000000.0,,2713193117.0,2711464968.0,15.69,15.7,42570000000.0,42570000000.0,0.0,42570000000.0,-20000000.0,42590000000.0,42590000000.0,14480000000.0,57070000000.0,11030000000.0,,,-1910000000.0,,1910000000.0,,47950000000.0,64230000000.0,54250000000.0,9980000000.0,9980000000.0,,,,112180000000.0,168390000000.0,280570000000.0,280570000000.0,2024-06-30 00:00:00
0.0,0.254967,68250000000.0,,,42350000000.0,10070000000.0,169890000000.0,68250000000.0,58180000000.0,-1310000000.0,1310000000.0,,42350000000.0,42350000000.0,235000000000.0,,2713004484.0,2711267606.0,15.61,15.62,42350000000.0,42350000000.0,0.0,42350000000.0,-20000000.0,42370000000.0,42370000000.0,14500000000.0,56870000000.0,4560000000.0,,,-1310000000.0,,1310000000.0,,53620000000.0,65110000000.0,55040000000.0,10070000000.0,10070000000.0,,,,118730000000.0,169890000000.0,288620000000.0,288620000000.0,2024-09-30 00:00:00
