Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
125789565.0,125789565.0,8171070000.0,8470100000.0,10687630000.0,19232630000.0,1191060000.0,10687630000.0,59880000.0,10822410000.0,15252390000.0,10822410000.0,0.0,10822410000.0,10570830000.0,,,251580000.0,251580000.0,12056390000.0,5112590000.0,,632980000.0,4479380000.0,49400000.0,4429980000.0,230000.0,6943800000.0,183800000.0,3990720000.0,10480000.0,3980240000.0,,59840000.0,2529450000.0,,,8250000.0,2521200000.0,22878800000.0,14743940000.0,275940000.0,,,73310000.0,459620000.0,459620000.0,,134780000.0,50030000.0,84750000.0,13678280000.0,,13678280000.0,677350000.0,13000930000.0,,,,,8134860000.0,1060880000.0,,140000.0,,,2672470000.0,,,,,587060000.0,75410000.0,3240180000.0,498720000.0,259570000.0,239150000.0,,,2024-03-31
125789565.0,125789565.0,7620470000.0,7685070000.0,10585690000.0,18407770000.0,1858760000.0,10585690000.0,2930000.0,10725630000.0,15071990000.0,10725630000.0,0.0,10725630000.0,10474050000.0,,,251580000.0,251580000.0,11054140000.0,4956140000.0,,608510000.0,4346360000.0,,4346360000.0,1270000.0,6098000000.0,165430000.0,3338710000.0,2930000.0,3335780000.0,,69900000.0,2360790000.0,,,6280000.0,2354510000.0,21779770000.0,13822870000.0,369950000.0,,,4870000.0,282350000.0,282350000.0,,139940000.0,55190000.0,84750000.0,12857100000.0,,12857100000.0,3615970000.0,9241130000.0,,,,,7956760000.0,1138930000.0,,140000.0,,,2902920000.0,,,,,505910000.0,76320000.0,3222060000.0,110480000.0,48810000.0,61670000.0,,,2023-09-30
125623465.0,125623465.0,6806740000.0,6980480000.0,10631620000.0,17751790000.0,2295290000.0,10631620000.0,5720000.0,10777030000.0,14395360000.0,10777030000.0,0.0,10777030000.0,13500000.0,7058340000.0,2725280000.0,251250000.0,251250000.0,10431970000.0,4218440000.0,0.0,600110000.0,3618330000.0,0.0,3618330000.0,,6213530000.0,69170000.0,3362150000.0,5720000.0,3356430000.0,0.0,,2711960000.0,188620000.0,3990000.0,7480000.0,2511870000.0,21209000000.0,12700180000.0,651950000.0,3240000.0,835460000.0,4590000.0,1920000.0,1170000.0,750000.0,145410000.0,60660000.0,84750000.0,11460940000.0,-2151930000.0,13612870000.0,1934670000.0,9526270000.0,7913160000.0,2017330000.0,1747710000.0,0.0,8508820000.0,21980000.0,4700000.0,140000.0,18740000.0,1019560000.0,2925290000.0,29220000.0,763500000.0,1317560000.0,815010000.0,78150000.0,69030000.0,4202820000.0,168410000.0,390000.0,168020000.0,55430000.0,112590000.0,2023-03-31
