Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans
17879551.0,17879551.0,37348000.0,2635225000.0,2921878000.0,1340789000.0,2635225000.0,37348000.0,2921878000.0,2921878000.0,2921878000.0,2921878000.0,2743082000.0,,,,178796000.0,178796000.0,2437115000.0,111499000.0,57644000.0,27072000.0,27072000.0,,26783000.0,2325616000.0,103184000.0,,10276000.0,10276000.0,,65572000.0,1229405000.0,,,0.0,1229405000.0,5358993000.0,1692588000.0,12700000.0,,27268000.0,27268000.0,,286653000.0,286653000.0,1365967000.0,,1365967000.0,55252000.0,1310715000.0,,,,,3666405000.0,191101000.0,10000000.0,,,1327287000.0,,,,,43682000.0,1318765000.0,,,775570000.0,366460000.0,409110000.0,,,2024-03-31,
17879551.0,17879551.0,43220000.0,2876597000.0,3145599000.0,1517387000.0,2876597000.0,43220000.0,3145599000.0,3145599000.0,3145599000.0,3145599000.0,2966803000.0,,,,178796000.0,178796000.0,3271783000.0,104094000.0,71790000.0,32304000.0,32304000.0,0.0,,3167689000.0,145972000.0,,10916000.0,10916000.0,0.0,73545000.0,2073407000.0,,,23630000.0,2049777000.0,6417382000.0,1732306000.0,22388000.0,,26137000.0,26137000.0,,269002000.0,269002000.0,1414779000.0,,1414779000.0,28608000.0,1386171000.0,,,,,4685076000.0,262794000.0,,,,1778068000.0,,,,,,1811945000.0,,,832269000.0,162562000.0,669707000.0,,,2023-09-30,
17879551.0,17879551.0,49338000.0,2571694000.0,2856430000.0,1287294000.0,2571694000.0,49338000.0,2856430000.0,2856430000.0,2856430000.0,2856430000.0,2677634000.0,8008000.0,1639496000.0,984363000.0,178796000.0,178796000.0,2170622000.0,150412000.0,113064000.0,37348000.0,37348000.0,0.0,,2020210000.0,60785000.0,12682000.0,11990000.0,11990000.0,0.0,505122000.0,1338649000.0,84918000.0,3635000.0,12682000.0,1250096000.0,5027052000.0,1719548000.0,23367000.0,49401000.0,3492000.0,31736000.0,3492000.0,284736000.0,284736000.0,1379709000.0,-588409000.0,1968118000.0,29094000.0,416331000.0,767625000.0,347565000.0,407503000.0,0.0,3307504000.0,2916000.0,,39051000.0,176037000.0,1250943000.0,640185000.0,114895000.0,495863000.0,24593000.0,0.0,1237080000.0,-115032000.0,1352112000.0,576884000.0,297891000.0,576884000.0,250000000.0,326884000.0,2023-03-31,
