Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Equity Interest,Other Non Current Liabilities,Other Non Current Assets,Available For Sale Securities
24956000.0,24956000.0,23298000.0,25262000.0,341099000.0,366414000.0,348368000.0,341099000.0,341152000.0,365436000.0,341152000.0,341152000.0,-66580000.0,158172000.0,249560000.0,249560000.0,177722000.0,70923000.0,44100000.0,2539000.0,24284000.0,24284000.0,106799000.0,-2000.0,978000.0,978000.0,655000.0,105168000.0,37467000.0,0.0,67701000.0,518874000.0,63708000.0,3893000.0,0.0,53000.0,53000.0,57753000.0,-48700000.0,106453000.0,16008000.0,44741000.0,45704000.0,0.0,455167000.0,28473000.0,51001000.0,143117000.0,0.0,143117000.0,552000.0,230060000.0,1964000.0,1964000.0,0.0,1964000.0,2023-03-31,,,,
24956000.0,24956000.0,723000.0,5997000.0,349684000.0,355733000.0,314406000.0,349684000.0,349736000.0,354755000.0,349736000.0,349736000.0,,,249560000.0,249560000.0,143039000.0,46556000.0,,2539000.0,5019000.0,5019000.0,96483000.0,24141000.0,978000.0,978000.0,558000.0,70806000.0,,0.0,70806000.0,492775000.0,81885000.0,,27347000.0,52000.0,52000.0,54485000.0,,,,,,,410889000.0,25748000.0,,164847000.0,,,52883000.0,162137000.0,5274000.0,5274000.0,,,2023-09-30 00:00:00,100176000.0,38998000.0,1000.0,27347000.0
