Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.023455,856607000.0,775389000.0,19902000.0,3400214000.0,856607000.0,836705000.0,-42702000.0,42702000.0,775389000.0,775389000.0,3872064000.0,,,,,775389000.0,775389000.0,0.0,775389000.0,-35000.0,775380000.0,0.0,775380000.0,18623000.0,794003000.0,312555000.0,-42702000.0,42702000.0,524150000.0,471850000.0,325057000.0,19902000.0,19902000.0,996000000.0,3400214000.0,4396214000.0,4396214000.0,2024-03-31
0.0,0.035162,1011667000.0,918776000.0,19897000.0,2410297000.0,1011667000.0,991770000.0,-39528000.0,39528000.0,918776000.0,918776000.0,2721961000.0,107711137.0,107711137.0,8.53,8.53,918776000.0,918776000.0,0.0,918776000.0,17000.0,918759000.0,0.0,918759000.0,33483000.0,952242000.0,448329000.0,-39528000.0,39528000.0,543441000.0,311664000.0,179386000.0,19897000.0,19897000.0,855105000.0,2410297000.0,3265402000.0,3265402000.0,2023-12-31
0.0,0.265946,1063583000.0,737776000.0,18689000.0,3530320000.0,1063583000.0,1044894000.0,-39833000.0,39833000.0,737776000.0,737776000.0,3866033000.0,107704526.0,107704526.0,6.85,6.85,737776000.0,737776000.0,0.0,737776000.0,,737769000.0,0.0,737776000.0,267292000.0,1005061000.0,288053000.0,-39833000.0,39833000.0,756841000.0,335713000.0,200246000.0,18689000.0,18689000.0,1092554000.0,3530320000.0,4622874000.0,4622874000.0,2023-09-30
0.0,0.396483,523375000.0,278342000.0,19942000.0,2262833000.0,523375000.0,503433000.0,-42235000.0,42235000.0,278342000.0,252644000.0,2548045000.0,107508085.0,107508085.0,2.35,2.35,252644000.0,252644000.0,0.0,252644000.0,1000.0,252643000.0,-25698000.0,278341000.0,182857000.0,461198000.0,312159000.0,-42235000.0,42235000.0,191274000.0,285212000.0,159778000.0,19942000.0,19942000.0,476486000.0,2262833000.0,2739319000.0,2739319000.0,2023-06-30
0.0,0.3,257947000.0,377702000.0,19723000.0,2569463000.0,257947000.0,238224000.0,-62932000.0,62932000.0,377702000.0,923979000.0,3118259000.0,,,,,923979000.0,923979000.0,0.0,923979000.0,-19000.0,567780000.0,546277000.0,21503000.0,153789000.0,175292000.0,226777000.0,-62932000.0,62932000.0,11447000.0,548796000.0,391038000.0,19723000.0,19723000.0,560243000.0,2569463000.0,3129706000.0,3129706000.0,2023-03-31
,,,,,,,,,,,,,109063542.0,109063542.0,2.88,2.88,,,,,-11000.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.259167,759955000.0,532716000.0,19347000.0,2819684000.0,759955000.0,740608000.0,-21536000.0,21536000.0,532716000.0,981014000.0,3249562000.0,107567325.0,107567325.0,9.12,9.12,981014000.0,981014000.0,0.0,981014000.0,4000.0,981010000.0,448298000.0,532712000.0,186360000.0,719072000.0,236498000.0,-21536000.0,21536000.0,504110000.0,429878000.0,278913000.0,19347000.0,19347000.0,933988000.0,2819684000.0,3753672000.0,3753672000.0,2024-06-30 00:00:00
