Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Receivables,Taxes Receivable,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Cash Cash Equivalents And Federal Funds Sold
401461676.0,401461676.0,615871440000.0,678717370000.0,250710110000.0,929663530000.0,250710110000.0,251072070000.0,929663530000.0,257540400000.0,6468330000.0,251072070000.0,247057450000.0,,,4014620000.0,4014620000.0,707153800000.0,138860000.0,678717370000.0,3221360000.0,1280770000.0,,551680000.0,1388910000.0,964694200000.0,11260840000.0,11260840000.0,11260840000.0,,91070000.0,361960000.0,62000000.0,299960000.0,5249510000.0,,5249510000.0,883160000.0,4366350000.0,,,,,178360000.0,724860000.0,62720020000.0,,,2024-03-31,
401458976.0,401458976.0,566194090000.0,657299040000.0,239815340000.0,897350880000.0,239815340000.0,240174540000.0,897350880000.0,245792570000.0,5618030000.0,240174540000.0,236159950000.0,,,4014590000.0,4014590000.0,683435030000.0,61560000.0,657299040000.0,2441820000.0,532500000.0,,400950000.0,1508370000.0,929227600000.0,12321760000.0,12321760000.0,12321760000.0,,84460000.0,359200000.0,59240000.0,299960000.0,5076530000.0,,5076530000.0,929000000.0,4147530000.0,,,,,148020000.0,611860000.0,90982250000.0,,,2023-12-31,
401458041.0,401458041.0,547657760000.0,620342120000.0,228467360000.0,849026630000.0,228467360000.0,228825080000.0,849026630000.0,234024510000.0,5199430000.0,228825080000.0,224810500000.0,,,4014580000.0,4014580000.0,646820650000.0,15570000.0,620342120000.0,3487400000.0,730070000.0,,1540750000.0,1216580000.0,880845160000.0,15634770000.0,15634770000.0,15628610000.0,,84200000.0,357720000.0,57760000.0,299960000.0,4344660000.0,,4344660000.0,832580000.0,3512080000.0,,,,,109820000.0,316610000.0,72543790000.0,,,2023-09-30,
401448891.0,401448891.0,525031290000.0,572554110000.0,217955870000.0,790710840000.0,217955870000.0,218317590000.0,790710840000.0,223430060000.0,5112470000.0,218317590000.0,214303100000.0,,,4014490000.0,4014490000.0,598501650000.0,1749470000.0,572554110000.0,4303010000.0,795020000.0,,2343200000.0,1164790000.0,821931710000.0,9623080000.0,9623080000.0,9623080000.0,,87300000.0,361720000.0,61760000.0,299960000.0,4227310000.0,,4227310000.0,757970000.0,3469340000.0,,,,,85460000.0,387540000.0,47361960000.0,,,2023-06-30,
401448231.0,401448231.0,474167860000.0,555061320000.0,216298270000.0,771563270000.0,216298270000.0,216657520000.0,771563270000.0,221528040000.0,4870520000.0,216657520000.0,20120000.0,109953230000.0,50724270000.0,4014480000.0,4014480000.0,579961160000.0,1921730000.0,555061320000.0,5664670000.0,3502310000.0,9230000.0,811920000.0,1341210000.0,801489200000.0,6266870000.0,6266870000.0,5648270000.0,618600000.0,82020000.0,359250000.0,59290000.0,299960000.0,4088870000.0,-3203950000.0,7292820000.0,674270000.0,357590000.0,4343560000.0,1075210000.0,842190000.0,366000000.0,1495490000.0,474570000.0,80737890000.0,4997140000.0,1699110000.0,2023-03-31,
401463891.0,401463891.0,697893660000.0,753551640000.0,252234570000.0,1006025850000.0,252234570000.0,252590200000.0,1006025850000.0,258974120000.0,6383920000.0,252590200000.0,248575580000.0,,,4014620000.0,4014620000.0,785527500000.0,764680000.0,753551640000.0,5390460000.0,1079760000.0,,2759140000.0,1551560000.0,1044501620000.0,10447070000.0,10447070000.0,10447070000.0,,89380000.0,355630000.0,55670000.0,299960000.0,5354690000.0,,5354690000.0,962920000.0,4391770000.0,,,,,175400000.0,497070000.0,55541990000.0,,,2024-06-30 00:00:00,
