Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets,Inventories Adjustments Allowances
0.0,807367062.0,807367062.0,5594100000.0,219933900000.0,269534500000.0,141956400000.0,219933900000.0,3123900000.0,267064300000.0,267064300000.0,268023300000.0,959000000.0,267064300000.0,265449600000.0,,,1614700000.0,1614700000.0,59154900000.0,6697200000.0,619400000.0,,,,1852900000.0,2254200000.0,2254200000.0,,1292600000.0,52457700000.0,3118700000.0,3339900000.0,869700000.0,2470200000.0,16117600000.0,24960100000.0,,,220300000.0,24739800000.0,327178200000.0,132764100000.0,2972500000.0,,5878000000.0,10207200000.0,10207200000.0,,1300500000.0,1300500000.0,1136100000.0,47130400000.0,16010000000.0,31120400000.0,59332900000.0,,59332900000.0,8643200000.0,50689700000.0,,,,,194414100000.0,9001000000.0,,489600000.0,,,52379500000.0,,,,,2400000.0,47706600000.0,,,84835000000.0,78434300000.0,6400700000.0,,,2024-03-31,,
,807325429.0,807325429.0,9608900000.0,203616100000.0,254991900000.0,133589900000.0,203616100000.0,2871000000.0,248254000000.0,248254000000.0,250951600000.0,2697600000.0,248254000000.0,246639300000.0,,,1614700000.0,1614700000.0,62819300000.0,6334500000.0,576900000.0,,,,1412400000.0,2160900000.0,2160900000.0,,1115400000.0,56484800000.0,2991700000.0,7448000000.0,710100000.0,6737900000.0,13561600000.0,28503100000.0,,,1749600000.0,26753500000.0,313770900000.0,123696200000.0,2880600000.0,,4876700000.0,7774300000.0,7774300000.0,,909500000.0,909500000.0,1148600000.0,44637900000.0,14979500000.0,29658400000.0,56099400000.0,,56099400000.0,7913500000.0,48185900000.0,,,,,190074700000.0,9732500000.0,,5393500000.0,,,54701200000.0,,,,,3000000.0,48498000000.0,,,71746500000.0,63748100000.0,7998400000.0,,,2023-09-30,,
,807150593.0,807150593.0,8149000000.0,188937800000.0,239399200000.0,121652800000.0,188937800000.0,2827600000.0,234077800000.0,234077800000.0,237135400000.0,3057600000.0,234077800000.0,618200000.0,180570300000.0,16527700000.0,1614300000.0,1614300000.0,57497400000.0,6400700000.0,204100000.0,392400000.0,1021600000.0,521100000.0,1632800000.0,2088200000.0,2088200000.0,0.0,1021600000.0,51096700000.0,523000000.0,6060800000.0,739400000.0,5321400000.0,12866700000.0,29636300000.0,4530500000.0,111400000.0,165800000.0,24828600000.0,294632800000.0,121883300000.0,2581700000.0,2834600000.0,4565400000.0,4826400000.0,4826400000.0,0.0,909000000.0,909000000.0,598300000.0,45140000000.0,15301400000.0,29838600000.0,56799500000.0,-45847000000.0,102646500000.0,6891700000.0,49907800000.0,62087400000.0,31161700000.0,2505700000.0,0.0,172749500000.0,72900000.0,92100000.0,4698900000.0,152700000.0,10519100000.0,51564300000.0,-1439500000.0,26440400000.0,8636200000.0,17927200000.0,2521800000.0,40570000000.0,-1253000000.0,41823000000.0,62630600000.0,56354300000.0,6276300000.0,837300000.0,5439000000.0,2023-03-31,,
