Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.27533,68951000.0,0.0,0.0,47771000.0,1452000.0,379060000.0,68951000.0,67499000.0,-1578000.0,1578000.0,47771000.0,47771000.0,430123000.0,,,,,47771000.0,47771000.0,0.0,47771000.0,47771000.0,47771000.0,18150000.0,65921000.0,1580000.0,0.0,-1578000.0,1578000.0,65919000.0,51063000.0,29166000.0,1452000.0,1452000.0,,,116982000.0,379060000.0,496042000.0,496042000.0,2024-03-31
0.0,0.263278,98151000.0,0.0,0.0,68622000.0,3442000.0,433791000.0,98151000.0,94709000.0,-1564000.0,1564000.0,68622000.0,68622000.0,488412000.0,23183108.0,23183108.0,2.96,2.96,68622000.0,68622000.0,0.0,68622000.0,68622000.0,68622000.0,24523000.0,93145000.0,1524000.0,0.0,-1564000.0,1564000.0,93185000.0,54621000.0,29978000.0,3442000.0,3442000.0,,,147806000.0,433791000.0,581597000.0,581597000.0,2023-12-31
0.0,0.257353,122251000.0,0.0,0.0,87261000.0,3369000.0,444957000.0,122251000.0,118882000.0,-1382000.0,1382000.0,87261000.0,87261000.0,485425000.0,23146154.0,23146154.0,3.77,3.77,87261000.0,87261000.0,0.0,87261000.0,87261000.0,87261000.0,30239000.0,117500000.0,1472000.0,0.0,-1382000.0,1382000.0,117410000.0,40468000.0,20955000.0,3369000.0,3369000.0,,,157878000.0,444957000.0,602835000.0,602835000.0,2023-09-30
0.0,0.257846,91998000.0,0.0,0.0,64796000.0,3510000.0,369881000.0,91998000.0,88488000.0,-1180000.0,1180000.0,64796000.0,64796000.0,408891000.0,23141429.0,23141429.0,2.8,2.8,64796000.0,64796000.0,0.0,64796000.0,64796000.0,64796000.0,22512000.0,87308000.0,1100000.0,0.0,-1180000.0,1180000.0,87388000.0,39010000.0,19307000.0,3510000.0,3510000.0,,,126398000.0,369881000.0,496279000.0,496279000.0,2023-06-30
-42524.845701,0.267452,95662000.0,-159000.0,-159000.0,67297000.0,3526000.0,358795000.0,95503000.0,91977000.0,654000.0,110000.0,67413475.154299,67297000.0,391148000.0,,,,,67297000.0,67297000.0,0.0,67297000.0,67297000.0,67297000.0,24570000.0,91867000.0,-349000.0,-159000.0,654000.0,110000.0,91721000.0,32353000.0,7497000.0,3526000.0,3526000.0,3789000.0,-12018000.0,124074000.0,358795000.0,482869000.0,482869000.0,2023-03-31
,,,,,,,,,,,,,,,23133574.0,23133574.0,2.77,2.77,,,,,,,,,,,,,,,,,,4707000.0,4707000.0,,,,,2022-12-31
0.0,0.273353,67764000.0,0.0,0.0,46060000.0,2978000.0,373819000.0,67764000.0,64786000.0,-1399000.0,1399000.0,46060000.0,46060000.0,423133000.0,23145729.0,23145729.0,1.99,1.99,46060000.0,46060000.0,0.0,46060000.0,46060000.0,46060000.0,17327000.0,63387000.0,1006000.0,0.0,-1399000.0,1399000.0,63780000.0,49314000.0,26610000.0,2978000.0,2978000.0,,,113094000.0,373819000.0,486913000.0,486913000.0,2024-06-30 00:00:00
