Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
56220000.0,56220000.0,13390424000.0,13391087000.0,11456670000.0,24854369000.0,3447365000.0,11456670000.0,11463282000.0,19569595000.0,11463282000.0,11463282000.0,10901082000.0,,,562200000.0,562200000.0,15703244000.0,9283389000.0,,1113760000.0,8106313000.0,8106313000.0,63316000.0,6419855000.0,87563000.0,,5284774000.0,5284774000.0,,34662000.0,766783000.0,,,26641000.0,740142000.0,27166526000.0,17299306000.0,185848000.0,,,6612000.0,6612000.0,17106846000.0,,17106846000.0,24364000.0,17082482000.0,,,,,9867220000.0,1007901000.0,,,,5639716000.0,,,,,,3213839000.0,,,5764000.0,5101000.0,663000.0,,2024-03-31
56220000.0,56220000.0,12156919000.0,12157673000.0,10736094000.0,22902486000.0,2804047000.0,10736094000.0,10744813000.0,19373112000.0,10744813000.0,10744813000.0,10182613000.0,,,562200000.0,562200000.0,14660757000.0,9694069000.0,,1009444000.0,8628299000.0,8628299000.0,56326000.0,4966688000.0,82423000.0,,3529374000.0,3529374000.0,,7100000.0,713802000.0,,,,713802000.0,25405570000.0,17634835000.0,195469000.0,,,8719000.0,8719000.0,17430647000.0,,17430647000.0,1560745000.0,15869902000.0,,,,,7770735000.0,1123321000.0,,,,3729560000.0,,,,,33553000.0,2876433000.0,,,7868000.0,7114000.0,754000.0,,2023-09-30
56220000.0,56220000.0,9796623000.0,9797321000.0,10278472000.0,20086332000.0,2658153000.0,10278472000.0,10289011000.0,15900462000.0,10289011000.0,10289011000.0,9726811000.0,7830628000.0,1387712000.0,562200000.0,562200000.0,11890828000.0,6589042000.0,50445000.0,927146000.0,5611451000.0,5611451000.0,50445000.0,5301786000.0,4702000.0,19833000.0,4185870000.0,4185870000.0,5710000.0,5710000.0,1035403000.0,509465000.0,3073000.0,19833000.0,522865000.0,22179839000.0,14219900000.0,706306000.0,699955000.0,6351000.0,10539000.0,10539000.0,13503055000.0,-4671191000.0,18174246000.0,3402649000.0,367856000.0,11064723000.0,3176723000.0,162295000.0,0.0,7959939000.0,45570000.0,11320000.0,3552000.0,66101000.0,4920424000.0,1643242000.0,487575000.0,2789607000.0,211784000.0,473867000.0,2226623000.0,-7310000.0,2233933000.0,698000.0,17185000.0,698000.0,698000.0,2023-03-31
