Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.220668,1137200000.0,55700000.0,1628100000.0,2202600000.0,3830700000.0,1137200000.0,1137200000.0,,,,,1137200000.0,1137200000.0,1137200000.0,1137200000.0,1137200000.0,306000000.0,1386700000.0,482500000.0,138700000.0,55700000.0,55700000.0,1769300000.0,1769300000.0,2024-03-31
0.0,0.258353,1040100000.0,47700000.0,1634700000.0,2152600000.0,3787300000.0,1040100000.0,1040100000.0,62543596.0,62543596.0,16.63,16.63,1040100000.0,1040100000.0,1040100000.0,1040100000.0,1040100000.0,346400000.0,1340800000.0,409500000.0,119600000.0,47700000.0,47700000.0,1779400000.0,1779400000.0,2023-12-31
0.0,0.258055,1031500000.0,38400000.0,1695100000.0,2074600000.0,3769700000.0,1031500000.0,1031500000.0,67595020.0,67595020.0,15.26,15.26,1031500000.0,1031500000.0,1031500000.0,1031500000.0,1031500000.0,341200000.0,1322200000.0,426300000.0,133400000.0,38400000.0,38400000.0,1764500000.0,1764500000.0,2023-09-30
0.0,0.256033,954400000.0,40400000.0,1546200000.0,2025900000.0,3572100000.0,954400000.0,954400000.0,62542595.0,62542595.0,15.26,15.26,954400000.0,954400000.0,954400000.0,954400000.0,954400000.0,306600000.0,1197500000.0,391900000.0,114500000.0,40400000.0,40400000.0,1639100000.0,1639100000.0,2023-06-30
0.0,0.269508,839800000.0,38300000.0,1473700000.0,1855900000.0,3329600000.0,839800000.0,839800000.0,,,,,839800000.0,839800000.0,839800000.0,839800000.0,839800000.0,302900000.0,1123900000.0,378200000.0,102700000.0,38300000.0,38300000.0,1581400000.0,1581400000.0,2023-03-31
,,,,,,,,,62580888.0,62580888.0,13.29,13.29,,,,,,,,,,,,,,2022-12-31
0.0,0.228111,1125300000.0,37400000.0,1677300000.0,2329800000.0,4007100000.0,1125300000.0,1125300000.0,62551417.0,62551417.0,17.99,17.99,1125300000.0,1125300000.0,1125300000.0,1125300000.0,1125300000.0,311600000.0,1366000000.0,452300000.0,124400000.0,37400000.0,37400000.0,1832700000.0,1832700000.0,2024-06-30 00:00:00
