Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,1118700000.0,0.0,0.0,122900000.0,570500000.0,1280500000.0,1118700000.0,548200000.0,-454900000.0,454900000.0,122900000.0,122900000.0,6976300000.0,,,,,122900000.0,122900000.0,0.0,122900000.0,16700000.0,106200000.0,106200000.0,-12900000.0,93300000.0,437400000.0,0.0,,-454900000.0,454900000.0,110800000.0,5695800000.0,3447800000.0,570500000.0,570500000.0,1370900000.0,1370900000.0,5806600000.0,1280500000.0,7087100000.0,7087100000.0,2024-03-31
0.0,0.287115,907900000.0,0.0,0.0,-77500000.0,562100000.0,1077600000.0,907900000.0,345800000.0,-488600000.0,488600000.0,-77500000.0,-77500000.0,6385600000.0,99358974.0,99358974.0,-0.78,-0.78,-77500000.0,-77500000.0,0.0,-77500000.0,24300000.0,-101800000.0,-101800000.0,-41000000.0,-142800000.0,37300000.0,0.0,,-488600000.0,488600000.0,308500000.0,5308000000.0,3231200000.0,562100000.0,562100000.0,1215400000.0,1215400000.0,5616500000.0,1077600000.0,6694100000.0,6694100000.0,2023-12-31
44370000.0,0.3,629600000.0,147900000.0,147900000.0,-84000000.0,512600000.0,758600000.0,777500000.0,264900000.0,-468100000.0,468100000.0,-187530000.0,-84000000.0,5778600000.0,103703704.0,103703704.0,-0.81,-0.81,-84000000.0,-84000000.0,0.0,-84000000.0,21300000.0,-105300000.0,-105300000.0,-97900000.0,-203200000.0,27400000.0,147900000.0,-147900000.0,-468100000.0,468100000.0,89600000.0,5020000000.0,3091500000.0,512600000.0,512600000.0,1117200000.0,1117200000.0,5109600000.0,758600000.0,5868200000.0,5868200000.0,2023-09-30
0.0,0.282657,343900000.0,,,-397700000.0,495900000.0,999300000.0,343900000.0,-152000000.0,-436700000.0,436700000.0,-397700000.0,-397700000.0,5587800000.0,123126935.0,123126935.0,-3.23,-3.23,-397700000.0,-397700000.0,0.0,-397700000.0,24600000.0,-422300000.0,-422300000.0,-166400000.0,-588700000.0,39100000.0,,,-436700000.0,436700000.0,-191100000.0,4588500000.0,2807100000.0,495900000.0,495900000.0,1017100000.0,1017100000.0,4397400000.0,999300000.0,5396700000.0,5396700000.0,2023-06-30
55619661.499525,0.31335,1484000000.0,177500000.0,177500000.0,893700000.0,415500000.0,2485000000.0,1661500000.0,1246000000.0,1508100000.0,-18400000.0,771819661.499525,893700000.0,6133900000.0,,,,,893700000.0,893700000.0,0.0,893700000.0,25500000.0,868200000.0,868200000.0,396200000.0,1264400000.0,-413200000.0,-15400000.0,,1508100000.0,-18400000.0,15300000.0,3648900000.0,1250200000.0,415500000.0,390300000.0,1743600000.0,1483600000.0,3664200000.0,2485000000.0,6149200000.0,6149200000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,102265193.0,102265193.0,-1.81,-1.81,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2022-12-31
0.0,0.322818,550000000.0,0.0,0.0,-283900000.0,561800000.0,3047800000.0,550000000.0,-11800000.0,-463700000.0,463700000.0,-283900000.0,-283900000.0,5700800000.0,115406504.0,115406504.0,-2.46,-2.46,-283900000.0,-283900000.0,0.0,-283900000.0,38100000.0,-322000000.0,-322000000.0,-153500000.0,-475500000.0,83000000.0,0.0,,-463700000.0,463700000.0,-94800000.0,2653000000.0,703600000.0,561800000.0,561800000.0,1083400000.0,1083400000.0,2558200000.0,3047800000.0,5606000000.0,5606000000.0,2024-06-30 00:00:00
