Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Investments In Other Ventures Under Equity Method
45560371.0,1197968460.0,1243528831.0,986731300000.0,1066255200000.0,548917700000.0,1693937800000.0,227199900000.0,548917700000.0,34222900000.0,661905500000.0,1339102400000.0,775093400000.0,113187900000.0,661905500000.0,656331700000.0,,,5573800000.0,5573800000.0,1587913900000.0,832457400000.0,79682200000.0,,,,,,17721300000.0,705336100000.0,28139200000.0,677196900000.0,17632800000.0,755456500000.0,76416200000.0,360919100000.0,6083700000.0,354835400000.0,11230000000.0,262081600000.0,,,5425200000.0,256656400000.0,2363007300000.0,1380350900000.0,42317400000.0,,,15789900000.0,,120707200000.0,,120707200000.0,,138007100000.0,,,112987800000.0,88504100000.0,24483700000.0,248699300000.0,,248699300000.0,34613300000.0,214086000000.0,,,,,982656400000.0,53803500000.0,,254700000.0,,,,185904700000.0,,,,390601300000.0,74594000000.0,,,277498200000.0,232197200000.0,45301000000.0,,,2024-03-31,
,1243528831.0,1243528831.0,925823400000.0,997116800000.0,504444600000.0,1568217600000.0,224596800000.0,504444600000.0,33758900000.0,604859700000.0,1221582500000.0,710434900000.0,105575200000.0,604859700000.0,599288800000.0,,,5570900000.0,5570900000.0,1497295500000.0,761638600000.0,57260800000.0,,,,400000.0,,16939000000.0,644466800000.0,27744000000.0,616722800000.0,18565800000.0,735656900000.0,66156900000.0,352650000000.0,6014900000.0,346635100000.0,11295000000.0,273714800000.0,,,9308700000.0,264406100000.0,2207730400000.0,1247476700000.0,35221400000.0,,,18379300000.0,,121575000000.0,,121575000000.0,,139516300000.0,,,100415100000.0,75890400000.0,24524700000.0,225168300000.0,,225168300000.0,20138800000.0,205029500000.0,,,,,960253700000.0,58894600000.0,,0.0,,,,178435000000.0,,,,393223500000.0,86315200000.0,,,243385400000.0,205850900000.0,37534500000.0,,,2023-09-30,
,1243528831.0,1243528831.0,852736000000.0,922468500000.0,468312200000.0,1451328000000.0,207460300000.0,468312200000.0,34798400000.0,563657900000.0,1113931800000.0,670821100000.0,107163200000.0,563657900000.0,2603300000.0,481876100000.0,27454800000.0,5568200000.0,5568200000.0,1388096600000.0,682302500000.0,55252800000.0,4000000000.0,1313400000.0,2209100000.0,400000.0,55252800000.0,16086400000.0,579098900000.0,28825000000.0,550273900000.0,18159500000.0,705794100000.0,4920100000.0,343369600000.0,5973400000.0,337396200000.0,11894800000.0,292616800000.0,47928500000.0,171800000.0,6159900000.0,238356600000.0,2058917700000.0,1145663300000.0,3765100000.0,17770000000.0,7098800000.0,16154600000.0,282000000.0,85270000000.0,288500000.0,81530100000.0,3451400000.0,144914700000.0,32894200000.0,112020500000.0,95345700000.0,69856700000.0,25489000000.0,215739900000.0,-200291900000.0,416031800000.0,12226600000.0,3853800000.0,271564200000.0,108616000000.0,19771200000.0,0.0,913254400000.0,17491800000.0,209300000.0,566000000.0,573900000.0,665900000.0,32994600000.0,168549700000.0,65150500000.0,26736400000.0,76662800000.0,357340900000.0,70280200000.0,-3485000000.0,73765200000.0,264582100000.0,229648000000.0,34934100000.0,13905700000.0,21028400000.0,2023-03-31,
