Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
42058006.0,42058006.0,13359500000.0,17830400000.0,15787000000.0,33677200000.0,-3885900000.0,15787000000.0,1092600000.0,16939400000.0,21280300000.0,22897900000.0,5958500000.0,16939400000.0,16518800000.0,,420600000.0,420600000.0,25301200000.0,6587100000.0,1600000.0,,,,,1039600000.0,5323700000.0,982800000.0,4340900000.0,222200000.0,18714100000.0,176900000.0,12506700000.0,109800000.0,12396900000.0,,171700000.0,4016400000.0,,,632500000.0,3383900000.0,48199100000.0,33370900000.0,328300000.0,,85100000.0,,829800000.0,829800000.0,,12046900000.0,12046900000.0,34200000.0,1152400000.0,1152400000.0,,18620000000.0,,18620000000.0,135600000.0,18484400000.0,,,,,14828200000.0,1694700000.0,,61900000.0,,,3160700000.0,,,,,,5980000000.0,,,3930900000.0,552600000.0,3378300000.0,,,2024-03-31
42058006.0,42058006.0,7136300000.0,17545000000.0,14875100000.0,32359100000.0,-5556900000.0,14875100000.0,1127000000.0,15941100000.0,19208800000.0,21727800000.0,5786700000.0,15941100000.0,15520500000.0,,420600000.0,420600000.0,28684700000.0,5548100000.0,1800000.0,,,,,950200000.0,4389400000.0,1121700000.0,3267700000.0,206700000.0,23136600000.0,748600000.0,13155600000.0,5300000.0,13150300000.0,,133200000.0,6117300000.0,,,275800000.0,5841500000.0,50412500000.0,32832800000.0,195200000.0,,24200000.0,,720300000.0,720300000.0,,11704700000.0,11704700000.0,34200000.0,1066000000.0,,,18840800000.0,,18840800000.0,622100000.0,18218700000.0,,,,,17579700000.0,1624300000.0,,62000000.0,,,3268000000.0,,,,,,2619000000.0,,,10006400000.0,724700000.0,9281700000.0,,,2023-09-30
42058006.0,42058006.0,16248319000.0,21076438000.0,14729842000.0,35952034000.0,-4128041000.0,14729842000.0,936086000.0,15811682000.0,21380872000.0,21143182000.0,5331500000.0,15811682000.0,15391100000.0,-4945249000.0,420580000.0,420580000.0,29373782000.0,7302656000.0,1700000.0,0.0,184295000.0,0.0,1706000.0,614986000.0,6501669000.0,932479000.0,5569190000.0,184300000.0,22071126000.0,275064000.0,14574769000.0,3607000.0,14571162000.0,184034000.0,184000000.0,5790939000.0,785190000.0,12159000.0,159239000.0,4834351000.0,50516964000.0,32573879000.0,-1000.0,31657000.0,18767000.0,0.0,757945000.0,757945000.0,0.0,11823543000.0,11823543000.0,34244000.0,1081840000.0,925329000.0,156511000.0,18583996000.0,-3874720000.0,22458716000.0,299801000.0,18284200000.0,13051874000.0,2078841000.0,7028200000.0,0.0,17943085000.0,1504200000.0,2661000.0,61953000.0,381151000.0,584238000.0,3986950000.0,1798440000.0,82386000.0,2106124000.0,311570000.0,919993000.0,7802005000.0,-185492000.0,7987497000.0,3892564000.0,531000.0,3892033000.0,3302136000.0,589897000.0,2023-03-31
