Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
20029728.0,20029728.0,10668000.0,5925099000.0,5939027000.0,3544631000.0,5925099000.0,5928359000.0,5928359000.0,5928359000.0,5928359000.0,5728062000.0,200297000.0,200297000.0,1074545000.0,151774000.0,,114558000.0,971000.0,922771000.0,27359000.0,10668000.0,10668000.0,35202000.0,725109000.0,712000.0,724397000.0,7002904000.0,2535502000.0,43724000.0,6071000.0,6071000.0,3260000.0,3260000.0,1824832000.0,1824832000.0,34826000.0,1790006000.0,4467402000.0,161055000.0,771681000.0,384393000.0,1617669000.0,1532604000.0,1475132000.0,57472000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,
20029728.0,20029728.0,8972000.0,5456792000.0,5468859000.0,3357793000.0,5456792000.0,5459887000.0,5459887000.0,5459887000.0,5459887000.0,5259590000.0,200297000.0,200297000.0,1172799000.0,140984000.0,,94180000.0,,1031815000.0,28339000.0,8972000.0,8972000.0,42553000.0,825364000.0,51165000.0,774199000.0,6632686000.0,2243078000.0,26757000.0,69720000.0,69720000.0,3095000.0,3095000.0,1561024000.0,1561024000.0,91431000.0,1469593000.0,4389608000.0,103629000.0,655862000.0,144000000.0,1731052000.0,1755065000.0,1602995000.0,152070000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,
20029728.0,20029728.0,19972000.0,5021800000.0,5044718000.0,2949289000.0,5021800000.0,5024746000.0,5024746000.0,5024746000.0,5024746000.0,4824449000.0,200297000.0,200297000.0,849457000.0,126618000.0,1000.0,79405000.0,,722839000.0,20917000.0,19972000.0,19972000.0,40287000.0,520345000.0,8815000.0,511530000.0,5874203000.0,2202075000.0,26147000.0,10392000.0,10392000.0,2946000.0,2946000.0,1569475000.0,1569475000.0,67140000.0,1502335000.0,3672128000.0,113047000.0,700279000.0,232259000.0,1363307000.0,1263236000.0,1212716000.0,50520000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,
