Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
36039312.0,36039312.0,933300000.0,1741000000.0,8811600000.0,12350400000.0,5252100000.0,8811600000.0,111200000.0,10720600000.0,11307400000.0,10720600000.0,10720600000.0,10360200000.0,,,360400000.0,360400000.0,4183000000.0,1053100000.0,368300000.0,684800000.0,98000000.0,586800000.0,3129900000.0,41500000.0,,1056200000.0,13200000.0,1043000000.0,,8600000.0,1892900000.0,,,100400000.0,1792500000.0,14903600000.0,6521600000.0,67700000.0,,144800000.0,144800000.0,,1909000000.0,171200000.0,1737800000.0,4298900000.0,,4298900000.0,1041000000.0,3257900000.0,,,,,8382000000.0,194100000.0,,,3007100000.0,,,,1000000.0,3250000000.0,,,1929800000.0,1233300000.0,696500000.0,,,2024-03-31
36039312.0,36039312.0,1055900000.0,1858700000.0,8442500000.0,12212500000.0,5708800000.0,8442500000.0,113300000.0,10467100000.0,11211000000.0,10467100000.0,10467100000.0,10106700000.0,,,360400000.0,360400000.0,4484600000.0,1344400000.0,502000000.0,842400000.0,98500000.0,743900000.0,3140200000.0,19300000.0,,1016300000.0,14800000.0,1001500000.0,,2600000.0,1969500000.0,,,117300000.0,1852200000.0,14951700000.0,6102700000.0,195700000.0,,231500000.0,231500000.0,,2024600000.0,184300000.0,1840300000.0,3549900000.0,,3549900000.0,574300000.0,2975600000.0,,,,,8849000000.0,168600000.0,,,3148400000.0,,,,6000000.0,3761400000.0,,,1764600000.0,1075100000.0,689500000.0,,,2023-09-30
36039312.0,36039312.0,916892000.0,1601436000.0,7869370000.0,11535361000.0,5270796000.0,7869370000.0,116534000.0,10050459000.0,10546410000.0,10050459000.0,10050459000.0,9690000000.0,4610118000.0,3974797000.0,360393000.0,360393000.0,4208890000.0,1118557000.0,518176000.0,600381000.0,104430000.0,495951000.0,3090333000.0,92200000.0,15940000.0,1001055000.0,12104000.0,988951000.0,3933000.0,3900000.0,1980040000.0,106206000.0,11940000.0,15900000.0,1861894000.0,14259349000.0,5898220000.0,78400000.0,206489000.0,233875000.0,40000000.0,193875000.0,2181089000.0,203336000.0,1977753000.0,3276767000.0,-2716586000.0,5993353000.0,456151000.0,2820600000.0,3663031000.0,1409796000.0,464375000.0,0.0,8361129000.0,117900000.0,11940000.0,123841000.0,3020393000.0,895859000.0,329611000.0,1794923000.0,8972000.0,3498374000.0,-64350000.0,3562724000.0,1697609000.0,1129599000.0,568010000.0,82276000.0,485734000.0,2023-03-31
