Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
146468590.635727,0.281345,2374260000.0,520602000.0,520602000.0,1944810000.0,180996000.0,4524485000.0,2894862000.0,2713866000.0,670816000.0,7687000.0,1570676590.635727,1944810000.0,6792252000.0,,,,,1944810000.0,1944810000.0,0.0,1944810000.0,1944810000.0,0.0,1944810000.0,761369000.0,2706179000.0,-876822000.0,32840000.0,-1112167000.0,1079327000.0,670816000.0,7687000.0,2386356000.0,2267767000.0,-1847940000.0,180996000.0,75626000.0,4654123000.0,4524485000.0,9178608000.0,9178608000.0,2024-03-31
-491951719.394773,0.301238,2461700000.0,-1633100000.0,-1633100000.0,457200000.0,171100000.0,3168400000.0,828600000.0,657500000.0,-3200000.0,3200000.0,1598348280.605227,457200000.0,6043100000.0,169333333.0,169333333.0,2.7,2.7,457200000.0,457200000.0,0.0,457200000.0,457200000.0,0.0,457200000.0,197100000.0,654300000.0,281100000.0,-1633100000.0,1079400000.0,553700000.0,-3200000.0,3200000.0,2009500000.0,2874700000.0,1290100000.0,171100000.0,171100000.0,4884200000.0,3168400000.0,8052600000.0,8052600000.0,2023-12-31
0.0,0.272931,3177000000.0,0.0,0.0,2175100000.0,181100000.0,3544400000.0,3177000000.0,2995900000.0,-4300000.0,4300000.0,2175100000.0,2175100000.0,6856100000.0,169400312.0,169400312.0,12.84,12.84,2175100000.0,2175100000.0,0.0,2175100000.0,2175100000.0,0.0,2175100000.0,816500000.0,2991600000.0,282100000.0,0.0,,,-4300000.0,4300000.0,2713800000.0,3311700000.0,1678500000.0,181100000.0,181100000.0,6025500000.0,3544400000.0,9569900000.0,9569900000.0,2023-09-30
46581334.954139,0.269256,1803200000.0,173000000.0,173000000.0,1322500000.0,163600000.0,2961200000.0,1976200000.0,1812600000.0,-2800000.0,2800000.0,1196081334.954139,1322500000.0,6341400000.0,169334187.0,169334187.0,7.81,7.81,1322500000.0,1322500000.0,0.0,1322500000.0,1322500000.0,0.0,1322500000.0,487300000.0,1809800000.0,364400000.0,173000000.0,-173000000.0,,-2800000.0,2800000.0,1275200000.0,3380200000.0,1566600000.0,163600000.0,163600000.0,4655400000.0,2961200000.0,7616600000.0,7616600000.0,2023-06-30
122642115.993052,0.297614,1665910000.0,412084000.0,412084000.0,1334322000.0,171772000.0,4186430000.0,2077994000.0,1906222000.0,691597000.0,6522000.0,1044880115.993052,1334268000.0,5996423000.0,,,,,1334268000.0,1334268000.0,0.0,1334268000.0,1334268000.0,-54000.0,1334322000.0,565378000.0,1899700000.0,-729572000.0,104299000.0,,-5000.0,691597000.0,6522000.0,1624664000.0,1809993000.0,-1705937000.0,171772000.0,74830000.0,3434657000.0,4186430000.0,7621087000.0,7621087000.0,2023-03-31
,,,,,,,,,,,,,,,169474768.0,169474768.0,9.71,9.71,,,,,,,,,,,,,113700000.0,,,,,,,,,,,,2022-12-31
0.0,0.268925,2661800000.0,0.0,0.0,1823300000.0,164100000.0,2952700000.0,2661800000.0,2497700000.0,-3700000.0,3700000.0,1823300000.0,1823300000.0,6005200000.0,169451673.0,169451673.0,10.76,10.76,1823300000.0,1823300000.0,0.0,1823300000.0,1823300000.0,,1823300000.0,670700000.0,2494000000.0,356400000.0,0.0,,,-3700000.0,3700000.0,2141300000.0,3052500000.0,1375600000.0,164100000.0,164100000.0,5193800000.0,2952700000.0,8146500000.0,8146500000.0,2024-06-30 00:00:00
