Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
33228914.0,33228914.0,1259533000.0,1262591000.0,5919052000.0,7206479000.0,1302838000.0,5919052000.0,0.0,5943888000.0,6428059000.0,5943888000.0,5943888000.0,5777729000.0,,,166159000.0,166159000.0,2254336000.0,821977000.0,55290000.0,,,227610000.0,484171000.0,,484171000.0,54906000.0,1432359000.0,69514000.0,,778420000.0,0.0,778420000.0,,27652000.0,338788000.0,,,,338788000.0,8198224000.0,5463027000.0,139588000.0,,446795000.0,446795000.0,471000.0,24836000.0,,4851337000.0,,4851337000.0,106172000.0,4745165000.0,,,,,2735197000.0,227330000.0,,,1035951000.0,,,,9118000.0,12463000.0,1361031000.0,,,89304000.0,86246000.0,3058000.0,,2024-03-31
33164769.0,33164769.0,762703000.0,765615000.0,5898936000.0,6691714000.0,1171125000.0,5898936000.0,0.0,5926099000.0,6013599000.0,5926099000.0,5926099000.0,5760261000.0,,,165838000.0,165838000.0,1644877000.0,391242000.0,2173000.0,,,245863000.0,87500000.0,0.0,87500000.0,55706000.0,1253635000.0,41796000.0,,678115000.0,0.0,678115000.0,,7358000.0,312133000.0,,,0.0,312133000.0,7570976000.0,5146216000.0,193682000.0,,793482000.0,793482000.0,478000.0,27163000.0,27163000.0,4131411000.0,,4131411000.0,340145000.0,3791266000.0,,,,,2424760000.0,134955000.0,,,1070404000.0,,,,4466000.0,20684000.0,1095509000.0,,,98742000.0,95830000.0,2912000.0,,2023-09-30
33164769.0,33164769.0,423932000.0,473699000.0,5559862000.0,6059690000.0,1406467000.0,5559862000.0,950000.0,5586941000.0,5721610000.0,5586941000.0,5586941000.0,2329000.0,2291463000.0,2486575000.0,165838000.0,165838000.0,1369418000.0,383711000.0,,37287000.0,2216000.0,209539000.0,134669000.0,0.0,134669000.0,,985707000.0,,0.0,339030000.0,950000.0,338080000.0,14716000.0,,598943000.0,257050000.0,9021000.0,,332872000.0,6956359000.0,4564185000.0,,115081000.0,516800000.0,516800000.0,484000.0,27079000.0,27079000.0,3899674000.0,-1309183000.0,5208857000.0,166942000.0,1402761000.0,2474962000.0,937913000.0,226279000.0,0.0,2392174000.0,,15392000.0,104190000.0,851582000.0,123596000.0,116073000.0,611913000.0,7477000.0,130989000.0,1233725000.0,-7232000.0,1240957000.0,48819000.0,2000.0,48817000.0,48817000.0,2023-03-31
