Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,-24306357.179826,0.267957,980580000.0,-90710000.0,-90710000.0,509180000.0,84130000.0,1692890000.0,889870000.0,805740000.0,-110180000.0,110180000.0,575583642.820174,509180000.0,2761760000.0,227312500.0,227312500.0,2.24,2.24,509180000.0,509180000.0,0.0,509180000.0,509180000.0,509180000.0,186380000.0,695560000.0,39790000.0,-90710000.0,-110180000.0,110180000.0,856660000.0,1068870000.0,414350000.0,84130000.0,84130000.0,1925530000.0,1692890000.0,3618420000.0,3618420000.0
2023-09-30,308323.206206,0.270459,543120000.0,1140000.0,1140000.0,169290000.0,79370000.0,2135260000.0,544260000.0,464890000.0,-279710000.0,232840000.0,168458323.206206,169290000.0,2495160000.0,,,,,169290000.0,169290000.0,0.0,169290000.0,169290000.0,169290000.0,62760000.0,232050000.0,9290000.0,260000.0,-279710000.0,232840000.0,520230000.0,359900000.0,-507150000.0,79370000.0,54150000.0,880130000.0,2135260000.0,3015390000.0,3015390000.0
2023-06-30,0.0,0.3,154050000.0,0.0,0.0,-135770000.0,76640000.0,985200000.0,154050000.0,77410000.0,-206240000.0,206240000.0,-135770000.0,-135770000.0,1994670000.0,227423096.0,227423096.0,-0.596993,-0.596993,-135770000.0,-135770000.0,0.0,-135770000.0,-135770000.0,-135770000.0,6940000.0,-128830000.0,-9260000.0,0.0,-206240000.0,206240000.0,86670000.0,1009470000.0,512820000.0,76640000.0,76640000.0,1096140000.0,985200000.0,2081340000.0,2081340000.0
