Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Other Payable,Non Current Prepaid Assets,Held To Maturity Securities,Trading Securities,Accumulated Depreciation,Machinery Furniture Equipment,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Cash Equivalents,Cash Financial
225440000.0,225440000.0,2913235000.0,3095804000.0,4960739000.0,8051980000.0,2810868000.0,4960739000.0,7264000.0,4963440000.0,5306783000.0,4963440000.0,4963440000.0,4738000000.0,225440000.0,225440000.0,9153863000.0,1566842000.0,922314000.0,182409000.0,348477000.0,5134000.0,343343000.0,113642000.0,7587021000.0,1744594000.0,2747327000.0,2130000.0,2745197000.0,20294000.0,2288287000.0,2288287000.0,14117303000.0,3719414000.0,700000.0,901532000.0,123894000.0,123894000.0,614822000.0,2701000.0,2701000.0,940169000.0,940169000.0,17130000.0,923039000.0,10397889000.0,1048053000.0,4959099000.0,305566000.0,3757223000.0,327948000.0,152643000.0,175305000.0,2024-03-31,,,,,,,,,,,,,,,,,,
225440000.0,225440000.0,2728860000.0,3094681000.0,4661906000.0,7758657000.0,2499593000.0,4661906000.0,,4663976000.0,5020455000.0,4663976000.0,4663976000.0,4438536000.0,225440000.0,225440000.0,8593297000.0,1645766000.0,935307000.0,243688000.0,356479000.0,,356479000.0,110292000.0,6947531000.0,1504645000.0,2738202000.0,,2738202000.0,19104000.0,2036348000.0,2036348000.0,13257273000.0,3810149000.0,9793000.0,852020000.0,111975000.0,111975000.0,609158000.0,2070000.0,2070000.0,814327000.0,814327000.0,9582000.0,804745000.0,9447124000.0,1048202000.0,3624480000.0,356798000.0,3911159000.0,506485000.0,140664000.0,365821000.0,2023-09-30,,,,,,,,,,,,,,,,,,
225440000.0,225440000.0,2696565000.0,3197854000.0,4445739000.0,7644814000.0,2554768000.0,4445739000.0,,4446960000.0,4803619000.0,4446960000.0,4446960000.0,4221520000.0,225440000.0,225440000.0,8504798000.0,1442490000.0,734761000.0,248388000.0,356659000.0,,356659000.0,102682000.0,7062308000.0,1413810000.0,2841195000.0,,2841195000.0,19095000.0,2084478000.0,2084478000.0,12951758000.0,3334682000.0,,849461000.0,128100000.0,128100000.0,595422000.0,1221000.0,1221000.0,730012000.0,730012000.0,,730012000.0,9617076000.0,995366000.0,3461409000.0,364507000.0,4197742000.0,598052000.0,96763000.0,501289000.0,2023-03-31,,,,,,,,,,,,,,,,,,
