Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Construction In Progress
1381988.0,1380887604.0,1382269592.0,10899620000.0,11835000000.0,6194800000.0,19955890000.0,-3319230000.0,6194800000.0,272800000.0,8393690000.0,8393690000.0,8452000000.0,58310000.0,8393690000.0,5629150000.0,,,,2764540000.0,2764540000.0,18472260000.0,503970000.0,27800000.0,,,149120000.0,233770000.0,233770000.0,93280000.0,17968290000.0,272850000.0,11601230000.0,39030000.0,11562200000.0,,56630000.0,5565280000.0,,5565280000.0,26924260000.0,12275200000.0,111570000.0,,34920000.0,9146920000.0,9146920000.0,,,,,2198890000.0,742910000.0,1455980000.0,391260000.0,,391260000.0,391260000.0,,,,,14649060000.0,2517770000.0,,9186500000.0,,,,5400000.0,,445090000.0,,,2494300000.0,1831720000.0,662580000.0,,,2024-03-31,
1381988.0,1380887604.0,1382269592.0,12376680000.0,12710640000.0,5079640000.0,19712900000.0,-3078540000.0,5079640000.0,297890000.0,7300150000.0,7300150000.0,7365010000.0,64860000.0,7300150000.0,4535610000.0,,,,2764540000.0,2764540000.0,22953030000.0,438620000.0,29520000.0,,,34920000.0,252120000.0,252120000.0,122060000.0,22514410000.0,204200000.0,12458520000.0,45770000.0,12412750000.0,,54230000.0,9348760000.0,,9348760000.0,30318040000.0,10882170000.0,106860000.0,,19760000.0,7394160000.0,7394160000.0,,,,,2220510000.0,764660000.0,1455850000.0,438020000.0,,438020000.0,438020000.0,,,,,19435870000.0,2016240000.0,,14861070000.0,,,,5480000.0,,550500000.0,,,2002580000.0,1966510000.0,36070000.0,,,2023-09-30,
1381988.0,1380887604.0,1382269592.0,9049120000.0,9725380000.0,1826260000.0,13466640000.0,-1766810000.0,1826260000.0,354860000.0,4096120000.0,4096120000.0,4170680000.0,74560000.0,4096120000.0,-180000.0,48990000.0,-2741760000.0,329630000.0,2764540000.0,2764540000.0,17707800000.0,458900000.0,33890000.0,82660000.0,33890000.0,39290000.0,303060000.0,303060000.0,82660000.0,17248900000.0,583400000.0,9422320000.0,51800000.0,9370520000.0,35440000.0,35440000.0,6779420000.0,87370000.0,6692050000.0,21878480000.0,6396390000.0,59560000.0,59560000.0,18800000.0,3171540000.0,32860000.0,3138680000.0,10000.0,10000.0,0.0,2269860000.0,733960000.0,1535900000.0,480500000.0,-129350000.0,609850000.0,429150000.0,162470000.0,17680000.0,550000.0,0.0,15482090000.0,152720000.0,1438800000.0,10716580000.0,10605510000.0,120000.0,110950000.0,11830000.0,385530000.0,483980000.0,-19810000.0,503790000.0,2678180000.0,2356780000.0,321400000.0,2500000.0,318900000.0,2023-03-31,
