Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
643106979.0,643106979.0,4269100000.0,6831900000.0,2310200000.0,35985900000.0,6415300000.0,2310200000.0,842200000.0,29996200000.0,32985900000.0,34489700000.0,4493500000.0,29996200000.0,28710000000.0,,,1286200000.0,1286200000.0,26327300000.0,5694600000.0,,140300000.0,99400000.0,3517600000.0,527900000.0,2989700000.0,1937300000.0,20632700000.0,1179000000.0,3314300000.0,314300000.0,3000000000.0,2039700000.0,13378500000.0,,,233900000.0,13144600000.0,60817000000.0,33769000000.0,812200000.0,,,191000000.0,191000000.0,,27686000000.0,14831400000.0,12854600000.0,4867100000.0,,4867100000.0,114200000.0,4752900000.0,,,,,27048000000.0,1789700000.0,10000000.0,,,8304400000.0,,,,3600000.0,32500000.0,7208900000.0,,,9698900000.0,7978300000.0,1720600000.0,,,2024-03-31,
640157719.0,640157719.0,8051400000.0,10194200000.0,-516500000.0,36533000000.0,3079700000.0,-516500000.0,962700000.0,27301500000.0,30283000000.0,31850900000.0,4549400000.0,27301500000.0,26021200000.0,,,1280300000.0,1280300000.0,25907700000.0,5323400000.0,,138400000.0,73600000.0,3621600000.0,640100000.0,2981500000.0,1489800000.0,20584300000.0,876500000.0,6572600000.0,322600000.0,6250000000.0,2181800000.0,10269700000.0,,,351900000.0,9917800000.0,57758600000.0,34094600000.0,823700000.0,,12700000.0,188700000.0,188700000.0,,27818000000.0,14963400000.0,12854600000.0,5031100000.0,,5031100000.0,56600000.0,4974500000.0,,,,,23664000000.0,1920900000.0,,,,8236300000.0,,,,4200000.0,9300000.0,6657000000.0,,,6836300000.0,5656200000.0,1180100000.0,,,2023-09-30,
636109719.0,636109719.0,8418000000.0,10051100000.0,-1270300000.0,35821700000.0,5213600000.0,-1270300000.0,829300000.0,26599900000.0,32571700000.0,31077000000.0,4477100000.0,26599900000.0,1404100000.0,21817300000.0,2095100000.0,1272200000.0,1272200000.0,25467300000.0,8098000000.0,1312300000.0,131900000.0,122700000.0,6531100000.0,559300000.0,5971800000.0,1312300000.0,17369300000.0,11500000.0,3520000000.0,270000000.0,3250000000.0,1684800000.0,11719800000.0,1233000000.0,41000000.0,92000000.0,10353800000.0,56544300000.0,33967900000.0,656700000.0,288200000.0,,3500000.0,3500000.0,3500000.0,27870200000.0,15015600000.0,12854600000.0,4900800000.0,-1549100000.0,6449900000.0,54600000.0,1340100000.0,2196500000.0,982800000.0,1875900000.0,0.0,22582900000.0,461600000.0,,41000000.0,890300000.0,7438500000.0,5363800000.0,486800000.0,1587900000.0,315700000.0,198100000.0,6705600000.0,-564000000.0,7269600000.0,6532100000.0,5728300000.0,803800000.0,80000000.0,723800000.0,2023-03-31,
