Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,14007500.0,14007500.0,2891679000.0,5201061000.0,6966949000.0,12382999000.0,1310889000.0,6966949000.0,7811000.0,7189749000.0,11034536000.0,7189749000.0,7189749000.0,7119711000.0,,,70038000.0,70038000.0,7270674000.0,4450924000.0,,,542095000.0,3849430000.0,4643000.0,3844787000.0,59399000.0,2819750000.0,336786000.0,1351631000.0,3168000.0,1348463000.0,,18547000.0,407380000.0,,,0.0,407380000.0,14460423000.0,10329784000.0,700048000.0,,262388000.0,262388000.0,,812000.0,222800000.0,,9143736000.0,,9143736000.0,5136744000.0,4006992000.0,,,,,4130639000.0,179193000.0,,,1010714000.0,,,,,876000.0,40896000.0,540940000.0,,,2358020000.0,56449000.0,2301571000.0,,,2024-03-31
,14007500.0,14007500.0,2021634000.0,4544062000.0,6781306000.0,11545481000.0,1626211000.0,6781306000.0,9312000.0,7010731000.0,10073645000.0,7010731000.0,7010731000.0,6940693000.0,,,70038000.0,70038000.0,6569113000.0,3660900000.0,1000.0,,534814000.0,3069179000.0,6265000.0,3062914000.0,56906000.0,2908213000.0,116237000.0,1474883000.0,3047000.0,1471836000.0,,14716000.0,467036000.0,,,0.0,467036000.0,13579844000.0,9045420000.0,637694000.0,,271136000.0,271136000.0,,9859000.0,229425000.0,,7897306000.0,,7897306000.0,3848868000.0,4048438000.0,,,,,4534424000.0,277753000.0,,,990604000.0,,,,,610000.0,366000.0,627880000.0,,,2637211000.0,124095000.0,2513116000.0,,,2023-09-30
,14007500.0,14007500.0,498852000.0,2621198000.0,6860661000.0,9495453000.0,1446309000.0,6860661000.0,290000.0,6874545000.0,8427100000.0,6874545000.0,6874545000.0,6804507000.0,6215541000.0,125014000.0,70038000.0,70038000.0,4677698000.0,2164165000.0,32215000.0,0.0,528690000.0,1552723000.0,168000.0,1552555000.0,50537000.0,2513533000.0,60844000.0,1068475000.0,122000.0,1068353000.0,67422000.0,21644000.0,631016000.0,76553000.0,4349000.0,1566000.0,548548000.0,11552243000.0,7592401000.0,42166000.0,723679000.0,1421000.0,10000.0,1411000.0,9924000.0,13884000.0,13884000.0,6783387000.0,-1513823000.0,8297210000.0,2410009000.0,280000.0,4555437000.0,744532000.0,319693000.0,267259000.0,3959842000.0,361178000.0,14077000.0,362094000.0,1133526000.0,476864000.0,31348000.0,195429000.0,429885000.0,44026000.0,1965000.0,282098000.0,-3198000.0,285296000.0,2122056000.0,58427000.0,2122056000.0,1882215000.0,239841000.0,2023-03-31
