Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14784000.0,14784000.0,,97511000.0,1160758000.0,1264519000.0,819850000.0,1160758000.0,0.0,1167008000.0,1167008000.0,1167008000.0,1167008000.0,1019168000.0,,,147840000.0,147840000.0,543203000.0,17556000.0,,,2637000.0,0.0,0.0,0.0,525647000.0,107671000.0,97511000.0,0.0,97511000.0,,3644000.0,79571000.0,0.0,79571000.0,1710211000.0,364714000.0,88798000.0,,,1061000.0,154746000.0,154746000.0,,0.0,0.0,6250000.0,3716000.0,2534000.0,90304000.0,,90304000.0,90304000.0,,,,1345497000.0,33539000.0,,,18932000.0,829716000.0,,,463310000.0,356465000.0,106845000.0,,,2024-03-31
14784000.0,14784000.0,,86228000.0,1130623000.0,1222122000.0,707748000.0,1130623000.0,0.0,1135894000.0,1135894000.0,1135894000.0,1135894000.0,988054000.0,,,147840000.0,147840000.0,476069000.0,7981000.0,,,3401000.0,0.0,0.0,0.0,468088000.0,62855000.0,86228000.0,0.0,86228000.0,,900000.0,103458000.0,0.0,103458000.0,1611963000.0,436126000.0,169625000.0,,,1856000.0,139126000.0,139126000.0,,0.0,0.0,5271000.0,3259000.0,2012000.0,92934000.0,,92934000.0,92934000.0,,,,1175836000.0,26497000.0,,,18933000.0,670002000.0,,,460404000.0,338610000.0,121794000.0,,,2023-12-31
14784000.0,14784000.0,4512000.0,105078000.0,1107232000.0,1217014000.0,630017000.0,1107232000.0,0.0,1111936000.0,1111936000.0,1111936000.0,1111936000.0,964096000.0,,,147840000.0,147840000.0,494915000.0,8146000.0,,,3566000.0,0.0,0.0,0.0,486769000.0,73301000.0,105078000.0,0.0,105078000.0,,600000.0,102103000.0,0.0,102103000.0,1606851000.0,490065000.0,218670000.0,,,1856000.0,148018000.0,148018000.0,,0.0,0.0,4704000.0,2692000.0,2012000.0,94869000.0,,94869000.0,94869000.0,,,,1116786000.0,16078000.0,,,8870000.0,643356000.0,,,448482000.0,347916000.0,100566000.0,,,2023-09-30
14784000.0,14784000.0,,55293000.0,1108714000.0,1168904000.0,640076000.0,1108714000.0,0.0,1113611000.0,1113611000.0,1113611000.0,1113611000.0,965771000.0,,,147840000.0,147840000.0,456130000.0,8561000.0,-1000.0,,3982000.0,0.0,0.0,0.0,447569000.0,67202000.0,55293000.0,0.0,55293000.0,,1285000.0,100952000.0,0.0,100952000.0,1569741000.0,482096000.0,202591000.0,,,1856000.0,153300000.0,153300000.0,0.0,0.0,0.0,4897000.0,2885000.0,2012000.0,96718000.0,,96718000.0,96718000.0,,,,1087645000.0,15705000.0,,,9549000.0,659537000.0,,,402854000.0,325410000.0,77444000.0,,,2023-06-30
14784000.0,14784000.0,,34030000.0,1075507000.0,1114626000.0,637996000.0,1075507000.0,0.0,1080596000.0,1080596000.0,1080596000.0,1080596000.0,932756000.0,692142000.0,149229000.0,147840000.0,147840000.0,503867000.0,8286000.0,,4580000.0,3706000.0,0.0,0.0,0.0,495581000.0,1000.0,34030000.0,0.0,34030000.0,210524000.0,985000.0,248014000.0,145867000.0,102147000.0,1584463000.0,450885000.0,-2000.0,4580000.0,244066000.0,1856000.0,76897000.0,76897000.0,0.0,0.0,0.0,5089000.0,3077000.0,2012000.0,95945000.0,-75624000.0,171569000.0,3877000.0,54367000.0,113325000.0,0.0,1133577000.0,23618000.0,22856000.0,26712000.0,80434000.0,950264000.0,-22072000.0,972336000.0,53311000.0,9456000.0,43855000.0,0.0,43855000.0,2023-03-31
14784000.0,14784000.0,185200000.0,256389000.0,1188956000.0,1451363000.0,773741000.0,1188956000.0,0.0,1194974000.0,1243576000.0,1194974000.0,1194974000.0,1047134000.0,,,147840000.0,147840000.0,685534000.0,67151000.0,1000.0,,3629000.0,48602000.0,0.0,48602000.0,618383000.0,60878000.0,207787000.0,0.0,207787000.0,,600000.0,106727000.0,0.0,106727000.0,1880508000.0,488383000.0,119505000.0,,,1276000.0,164245000.0,164245000.0,,0.0,0.0,6018000.0,3484000.0,2534000.0,173723000.0,,173723000.0,173723000.0,,,,1392124000.0,21775000.0,,,19539000.0,740083000.0,,,610727000.0,539538000.0,71189000.0,,,2024-06-30 00:00:00
