Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
1680188.679245,0.061321,47700000.0,27400000.0,27400000.0,-16600000.0,88100000.0,497500000.0,75100000.0,-13000000.0,-8200000.0,8200000.0,-42319811.320755,-16600000.0,1513100000.0,,,,,-16600000.0,-16600000.0,0.0,-16600000.0,-19900000.0,-19900000.0,-1300000.0,-21200000.0,108100000.0,27400000.0,-8200000.0,8200000.0,-148500000.0,1015600000.0,543200000.0,88100000.0,88100000.0,867100000.0,497500000.0,1364600000.0,1364600000.0,2024-03-31,
8340000.0,0.3,55300000.0,27800000.0,27800000.0,-22000000.0,91100000.0,673200000.0,83100000.0,-8000000.0,-8500000.0,8500000.0,-41460000.0,-22000000.0,1597600000.0,59459459.0,59459459.0,-0.37,-0.37,-22000000.0,-22000000.0,0.0,-22000000.0,-22000000.0,-22000000.0,5500000.0,-16500000.0,56800000.0,27800000.0,-8500000.0,8500000.0,-92600000.0,924400000.0,456800000.0,91100000.0,91100000.0,831800000.0,673200000.0,1505000000.0,1505000000.0,2023-12-31,
8310000.0,0.3,-3300000.0,27700000.0,27700000.0,-82900000.0,93100000.0,581900000.0,24400000.0,-68700000.0,-9100000.0,9100000.0,-102290000.0,-82900000.0,1558900000.0,61407407.0,61407407.0,-1.35,-1.35,-82900000.0,-82900000.0,0.0,-82900000.0,-82900000.0,-82900000.0,5100000.0,-77800000.0,32300000.0,27700000.0,-9100000.0,9100000.0,-128700000.0,977000000.0,508700000.0,93100000.0,93100000.0,848300000.0,581900000.0,1430200000.0,1430200000.0,2023-09-30,
43643131.23561,0.157329,-42300000.0,277400000.0,277400000.0,109800000.0,94800000.0,548600000.0,235100000.0,140300000.0,-10000000.0,10000000.0,-123956868.76439,109800000.0,1489800000.0,61340782.0,61340782.0,1.79,1.79,109800000.0,109800000.0,0.0,109800000.0,109800000.0,109800000.0,20500000.0,130300000.0,60800000.0,277400000.0,-10000000.0,10000000.0,-197900000.0,941200000.0,486700000.0,94800000.0,94800000.0,743300000.0,548600000.0,1291900000.0,1291900000.0,2023-06-30,
66402000.0,0.3,60070000.0,221340000.0,221340000.0,-121670000.0,357330000.0,835780000.0,281410000.0,-75920000.0,367340000.0,-258070000.0,-276608000.0,-121670000.0,1358730000.0,,,,,-121670000.0,-121670000.0,0.0,-121670000.0,-126750000.0,-126750000.0,308900000.0,182150000.0,-332570000.0,206870000.0,367340000.0,-258070000.0,-99740000.0,522950000.0,-542070000.0,357330000.0,354580000.0,423210000.0,835780000.0,1258990000.0,1258990000.0,2023-03-31,
,,,,,,,,,,,,,,,61297468.0,61297468.0,3.16,3.16,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
1880234.604106,0.068622,-101900000.0,27400000.0,27400000.0,-158800000.0,87300000.0,417200000.0,-74500000.0,-161800000.0,-8700000.0,8700000.0,-184319765.395894,-158800000.0,1384400000.0,61312741.0,61312741.0,-2.59,-2.59,-158800000.0,-158800000.0,0.0,-158800000.0,-158800000.0,-158800000.0,-11700000.0,-170500000.0,38000000.0,27400000.0,-8700000.0,8700000.0,-227200000.0,967200000.0,504900000.0,87300000.0,87300000.0,740000000.0,417200000.0,1157200000.0,1157200000.0,2024-06-30 00:00:00,-27400000.0
