Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
48499040.0,48499040.0,2037460000.0,2072400000.0,2184730000.0,4593540000.0,1686030000.0,2184730000.0,2521140000.0,2860530000.0,2521140000.0,2521140000.0,2034200000.0,,,486940000.0,486940000.0,2639740000.0,397450000.0,,57070000.0,339390000.0,339390000.0,990000.0,2242290000.0,51140000.0,,1733010000.0,1733010000.0,12830000.0,445310000.0,5760000.0,439550000.0,5160880000.0,1232560000.0,7070000.0,,0.0,35040000.0,35040000.0,336410000.0,,854040000.0,,854040000.0,453230000.0,400810000.0,,,,,3928320000.0,435360000.0,,,2449290000.0,,,,,,0.0,447650000.0,596020000.0,561080000.0,34940000.0,,2024-03-31
48499040.0,48499040.0,2287000000.0,2289350000.0,908470000.0,3349890000.0,826850000.0,908470000.0,1060540000.0,1390040000.0,1060540000.0,1060540000.0,,537740000.0,172790000.0,348940000.0,348940000.0,2829940000.0,387090000.0,10530000.0,47060000.0,329500000.0,329500000.0,,2442850000.0,19290000.0,33690000.0,1959850000.0,1959850000.0,24930000.0,374330000.0,,374330000.0,3890480000.0,620770000.0,20000.0,32140000.0,0.0,,,152070000.0,152070000.0,436540000.0,-237430000.0,673970000.0,88040000.0,6700000.0,517780000.0,47850000.0,13600000.0,0.0,3269700000.0,129510000.0,0.0,301390000.0,2058260000.0,13500000.0,188360000.0,1398340000.0,458060000.0,144470000.0,,633720000.0,2350000.0,,2350000.0,2350000.0,2023-03-31
