Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
42381818.0,42381818.0,957430000.0,1446300000.0,3302500000.0,4288370000.0,1099580000.0,3302500000.0,463000000.0,3305070000.0,3829620000.0,3324750000.0,19680000.0,3305070000.0,,,,423820000.0,423820000.0,1893180000.0,991210000.0,,,987550000.0,463000000.0,524550000.0,3660000.0,901970000.0,11790000.0,458750000.0,,458750000.0,,800000.0,393100000.0,,6480000.0,386620000.0,5217930000.0,3216380000.0,3280000.0,,213720000.0,26750000.0,26750000.0,,2570000.0,,2940920000.0,,2940920000.0,1180000.0,2939740000.0,,,,2001550000.0,60260000.0,,,,767550000.0,,,,,1150000.0,1098550000.0,,,74040000.0,48170000.0,25870000.0,,2024-03-31
42381818.0,42381818.0,681130000.0,1231520000.0,2665520000.0,3426260000.0,428170000.0,2665520000.0,473020000.0,2667760000.0,3039380000.0,2674210000.0,6450000.0,2667760000.0,,,,423820000.0,423820000.0,1737920000.0,847380000.0,10000.0,,844640000.0,473020000.0,371620000.0,2730000.0,890540000.0,8040000.0,386880000.0,,386880000.0,,270000.0,312860000.0,,24910000.0,287950000.0,4412130000.0,3093420000.0,16960000.0,,214070000.0,24260000.0,24260000.0,0.0,2240000.0,2240000.0,2814520000.0,,2814520000.0,1959180000.0,855340000.0,,,,1318710000.0,104800000.0,,,,575370000.0,,,,,11820000.0,430390000.0,,,196330000.0,118960000.0,77370000.0,,2023-09-30
42381818.0,42381818.0,1143150000.0,1666640000.0,2613050000.0,3821470000.0,800600000.0,2613050000.0,458470000.0,2613300000.0,2806660000.0,2613310000.0,10000.0,2613300000.0,10000.0,1071940000.0,1102890000.0,423820000.0,423820000.0,2007280000.0,652240000.0,,5060000.0,647180000.0,453820000.0,193360000.0,5060000.0,1355040000.0,21120000.0,1019460000.0,4650000.0,1014810000.0,1470000.0,1470000.0,307370000.0,144440000.0,1030000.0,161900000.0,4620590000.0,2464950000.0,79920000.0,102800000.0,216700000.0,22880000.0,22880000.0,0.0,250000.0,250000.0,2124580000.0,-690810000.0,2815390000.0,1236830000.0,535630000.0,749290000.0,293640000.0,0.0,2155640000.0,43790000.0,0.0,1070800000.0,59290000.0,439580000.0,10000.0,353730000.0,6880000.0,78960000.0,23800000.0,439960000.0,-3940000.0,443900000.0,122210000.0,57190000.0,65020000.0,65020000.0,2023-03-31
