Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
146486419.0,146486419.0,3152387000.0,3749406000.0,31216922000.0,34991373000.0,23765303000.0,31216922000.0,31241967000.0,33748668000.0,31241967000.0,0.0,31241967000.0,31095481000.0,,,146486000.0,146486000.0,47994455000.0,2808366000.0,173224000.0,,,58923000.0,2506701000.0,2506701000.0,27509000.0,45186089000.0,40029924000.0,1242705000.0,1242705000.0,,37527000.0,3152530000.0,,,236552000.0,2915978000.0,79236422000.0,10285030000.0,219494000.0,,458550000.0,,292410000.0,292410000.0,2271342000.0,2271342000.0,4233548000.0,25045000.0,25045000.0,830878000.0,,830878000.0,183166000.0,647712000.0,,,,,68951392000.0,2641160000.0,,,59662846000.0,,,1131044000.0,2925303000.0,,,2591039000.0,1994020000.0,597019000.0,,2024-03-31
146478718.0,146478718.0,6039899000.0,6259762000.0,27478060000.0,33756044000.0,23532574000.0,27478060000.0,27496282000.0,30678796000.0,27496282000.0,0.0,27496282000.0,27355803000.0,,,140479000.0,140479000.0,47462738000.0,3347109000.0,88601000.0,,,14968000.0,3182514000.0,3182514000.0,22914000.0,44115629000.0,38492043000.0,3077248000.0,3077248000.0,,32801000.0,2136687000.0,,,26487000.0,2110200000.0,74959020000.0,7310817000.0,28450000.0,,462937000.0,2326072000.0,538182000.0,538182000.0,2326072000.0,2326072000.0,2151949000.0,18222000.0,18222000.0,594565000.0,,594565000.0,0.0,594565000.0,,,,,67648203000.0,2765519000.0,,,59825224000.0,,,1724640000.0,1026878000.0,,,2305942000.0,2086079000.0,219863000.0,,2023-09-30
146478718.0,146478718.0,5966028000.0,6854167000.0,27864785000.0,34732723000.0,25581177000.0,27864785000.0,27878556000.0,32086945000.0,27878556000.0,0.0,27878556000.0,6169000.0,9521439000.0,9696300000.0,140479000.0,140479000.0,44707740000.0,4358651000.0,89860000.0,21195000.0,89860000.0,8672000.0,4208389000.0,4208389000.0,21195000.0,40349089000.0,26302484000.0,2645778000.0,2645778000.0,30971000.0,30971000.0,2370319000.0,211913000.0,455000.0,43986000.0,2113965000.0,72586296000.0,6656030000.0,31077000.0,31077000.0,342869000.0,2307560000.0,107290000.0,107290000.0,2307560000.0,2307560000.0,967266000.0,13771000.0,13771000.0,1534071000.0,-264241000.0,1798312000.0,1011687000.0,522384000.0,590117000.0,155513000.0,40995000.0,0.0,65930266000.0,21553000.0,1648317000.0,1105369000.0,57251163000.0,57213949000.0,37214000.0,2981814000.0,1496172000.0,-15000000.0,1511172000.0,1425878000.0,537739000.0,888139000.0,888139000.0,2023-03-31
