Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
24480443.0,24480443.0,1450171000.0,8413109000.0,8906654000.0,6932877000.0,8413109000.0,1383186000.0,8839669000.0,8860267000.0,8839669000.0,0.0,8839669000.0,8594865000.0,,,244804000.0,244804000.0,2866742000.0,1159072000.0,,1130663000.0,1110065000.0,20598000.0,24950000.0,1707670000.0,142390000.0,319508000.0,273121000.0,46387000.0,,46267000.0,963595000.0,,3918000.0,959677000.0,11706411000.0,3065864000.0,35778000.0,,90391000.0,295191000.0,295191000.0,240114000.0,240114000.0,,426560000.0,426560000.0,1956702000.0,,1956702000.0,70179000.0,1886523000.0,,,,8640547000.0,414431000.0,,,4396918000.0,,2373000.0,,155719000.0,,,3671106000.0,3065315000.0,605791000.0,,,2024-03-31
23349233.0,23349233.0,1411571000.0,6133829000.0,6749904000.0,5058721000.0,6133829000.0,1342621000.0,6680954000.0,6746143000.0,6680954000.0,0.0,6680954000.0,6447462000.0,,,233492000.0,233492000.0,2678884000.0,1173557000.0,,1144219000.0,1079030000.0,65189000.0,22520000.0,1505327000.0,117111000.0,267352000.0,263591000.0,3761000.0,,44387000.0,934696000.0,,14046000.0,920650000.0,9359838000.0,2795790000.0,28217000.0,,90564000.0,191342000.0,191342000.0,25036000.0,25036000.0,,547125000.0,547125000.0,1888367000.0,,1888367000.0,12569000.0,1875798000.0,,,,6564048000.0,410846000.0,,,4045988000.0,,5245000.0,,146909000.0,,,1955060000.0,1644048000.0,311012000.0,,,2023-09-30
23349233.0,23349233.0,1207257000.0,5907193000.0,6394866000.0,4890068000.0,5907193000.0,1127355000.0,6314964000.0,6386141000.0,6314964000.0,0.0,6314964000.0,6081472000.0,921439000.0,5159882000.0,233492000.0,233492000.0,2481999000.0,986807000.0,19235000.0,962857000.0,891680000.0,71177000.0,19235000.0,1495192000.0,138025000.0,244400000.0,235675000.0,8725000.0,39056000.0,39056000.0,1073651000.0,105740000.0,2077000.0,965834000.0,8796963000.0,2411703000.0,25524000.0,236326000.0,86062000.0,480000.0,480000.0,31991000.0,20715000.0,11276000.0,407771000.0,407771000.0,1603090000.0,-279795000.0,1882885000.0,40145000.0,1562945000.0,476539000.0,1366201000.0,0.0,6385260000.0,1617000.0,48027000.0,316334000.0,3398729000.0,3398729000.0,39668000.0,280124000.0,61774000.0,-391000.0,62165000.0,2238987000.0,1960100000.0,278887000.0,75283000.0,203604000.0,2023-03-31
