Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue
2024-06-30,0.0,0.295477,70322000.0,21793000.0,34689000.0,70322000.0,35633000.0,-4700000.0,4700000.0,21793000.0,21793000.0,679316000.0,50681395.0,50681395.0,0.43,0.43,21793000.0,21793000.0,0.0,21793000.0,0.0,21793000.0,21793000.0,9140000.0,30933000.0,31234000.0,-4700000.0,4700000.0,4399000.0,679316000.0,332454000.0,34689000.0,34689000.0,683715000.0,683715000.0
2023-09-30,0.0,0.27235,154428000.0,74074000.0,37859000.0,154428000.0,116569000.0,-11210000.0,14770000.0,74074000.0,74074000.0,661572000.0,,,,,74074000.0,74074000.0,0.0,74074000.0,,74074000.0,74074000.0,27725000.0,101799000.0,-4920000.0,-11210000.0,14770000.0,135889000.0,283262000.0,-180798000.0,37859000.0,31189000.0,797461000.0,797461000.0
2023-06-30,0.0,0.235732,55262000.0,5236000.0,36471000.0,55262000.0,18791000.0,-11940000.0,11940000.0,5236000.0,5236000.0,600888000.0,50477241.0,50477241.0,0.10373,0.10373,5236000.0,5236000.0,0.0,5236000.0,0.0,5236000.0,5236000.0,1615000.0,6851000.0,6170000.0,-11940000.0,11940000.0,12621000.0,600888000.0,278028000.0,36471000.0,36471000.0,613509000.0,613509000.0
