Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current
351000000.0,351000000.0,6309300000.0,26654300000.0,38782300000.0,55575800000.0,18064600000.0,38782300000.0,10022000000.0,38943500000.0,53265500000.0,44618800000.0,5675300000.0,38943500000.0,38592500000.0,,,351000000.0,351000000.0,36109800000.0,25678000000.0,18000000.0,,1436900000.0,23512900000.0,9190900000.0,14322000000.0,153700000.0,10431800000.0,690400000.0,3141400000.0,831100000.0,2310300000.0,103900000.0,4520000000.0,,,168700000.0,4351300000.0,80728600000.0,52232200000.0,1094200000.0,,2271800000.0,187800000.0,,187800000.0,161200000.0,12900000.0,148300000.0,48203000000.0,,48203000000.0,6971500000.0,41231500000.0,,,,,28496400000.0,1479600000.0,,,,635800000.0,,,,,5133800000.0,,,21247200000.0,10924200000.0,10323000000.0,,,2024-03-31,,
351000000.0,351000000.0,3360600000.0,23589800000.0,36294000000.0,50307300000.0,18848300000.0,36294000000.0,9737400000.0,36454900000.0,49549000000.0,41784500000.0,5329600000.0,36454900000.0,36103900000.0,,,351000000.0,351000000.0,30156700000.0,23558100000.0,13200000.0,,888200000.0,22024000000.0,8929900000.0,13094100000.0,123200000.0,6598600000.0,616100000.0,1565800000.0,807500000.0,758300000.0,103500000.0,3588100000.0,,,115500000.0,3472600000.0,71941200000.0,46494300000.0,978200000.0,,1774100000.0,178500000.0,,178500000.0,160900000.0,12600000.0,148300000.0,43164600000.0,,43164600000.0,5667000000.0,37497600000.0,,,,,25446900000.0,1366500000.0,,,,1232800000.0,,,,,3993200000.0,,,18854400000.0,8362600000.0,10491800000.0,,,2023-09-30,,
351000000.0,351000000.0,1628442000.0,19238966000.0,35161832000.0,45276969000.0,16258429000.0,35161832000.0,9285398000.0,35323401000.0,45107703000.0,40468184000.0,5144783000.0,35323401000.0,34972400000.0,19681177000.0,11471696000.0,351045000.0,351045000.0,31158749000.0,19829299000.0,16000000.0,15983000.0,933613000.0,18320444000.0,8536142000.0,9784302000.0,113716000.0,11329450000.0,105084000.0,918522000.0,749256000.0,169266000.0,102962000.0,9923327000.0,726918000.0,176170000.0,306355000.0,8713884000.0,71626933000.0,44039054000.0,26759000.0,543560000.0,1742592000.0,172256000.0,108000.0,172148000.0,161569000.0,13233000.0,148336000.0,40566690000.0,-4815588000.0,45382278000.0,4116624000.0,36450100000.0,24675082000.0,1965272000.0,14625300000.0,0.0,27587879000.0,3594000.0,1263771000.0,201316000.0,331926000.0,1474724000.0,1242532000.0,232192000.0,497416000.0,927948000.0,8385888000.0,-27909000.0,8413797000.0,14501296000.0,6176170000.0,8325126000.0,7816752000.0,508374000.0,2023-03-31,,
