Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,41923734.0,41923734.0,1828523000.0,3189222000.0,3926228000.0,8238232000.0,3182155000.0,3926228000.0,804601000.0,5853611000.0,6912476000.0,5917618000.0,64007000.0,5853611000.0,5643717000.0,209894000.0,209894000.0,5473466000.0,2026851000.0,37960000.0,1701870000.0,643005000.0,1058865000.0,116918000.0,3446615000.0,811684000.0,1487352000.0,161596000.0,1325756000.0,189772000.0,725172000.0,87853000.0,637319000.0,11391084000.0,4762314000.0,6813000.0,215976000.0,170366000.0,170366000.0,62745000.0,62745000.0,1927383000.0,306294000.0,1621089000.0,2210198000.0,2210198000.0,,2210198000.0,6628770000.0,1029441000.0,83018000.0,693342000.0,2341168000.0,2481801000.0,1925703000.0,556098000.0,2024-03-31
,38456981.0,38456981.0,3055069000.0,4335293000.0,1934252000.0,7172614000.0,2464159000.0,1934252000.0,768681000.0,3606002000.0,6079503000.0,3665999000.0,59997000.0,3606002000.0,3413564000.0,192438000.0,192438000.0,6611224000.0,3367068000.0,37744000.0,3098414000.0,624913000.0,2473501000.0,128761000.0,3244156000.0,575799000.0,1236879000.0,143768000.0,1093111000.0,211342000.0,1056626000.0,122262000.0,934364000.0,10277223000.0,4568908000.0,7729000.0,223223000.0,174530000.0,174530000.0,62771000.0,62771000.0,1671750000.0,325150000.0,1346600000.0,2206101000.0,2206101000.0,4243000.0,2201858000.0,5708315000.0,1181797000.0,,705209000.0,2223753000.0,1597556000.0,1086013000.0,511543000.0,2023-09-30
,38199310.0,38199310.0,2389362000.0,3459620000.0,1983946000.0,6520742000.0,1807591000.0,1983946000.0,319585000.0,3380707000.0,5089839000.0,3438627000.0,57920000.0,3380707000.0,3189557000.0,191150000.0,191150000.0,5605218000.0,2032389000.0,,1933932000.0,224800000.0,1709132000.0,98457000.0,3572829000.0,650425000.0,1525688000.0,94785000.0,1430903000.0,169012000.0,864059000.0,113126000.0,750933000.0,9043845000.0,3663425000.0,4227000.0,198033000.0,142172000.0,142172000.0,0.0,0.0,1396761000.0,261985000.0,1134776000.0,1725264000.0,1725264000.0,,1725264000.0,5380420000.0,1057682000.0,,658539000.0,1790293000.0,1873906000.0,1123233000.0,750673000.0,2023-03-31
