Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Write Off,Restructuring And Mergern Acquisition
-703040000.0,0.4,3798600000.0,-1757600000.0,-1757600000.0,595900000.0,981300000.0,6858900000.0,2041000000.0,1059700000.0,-293700000.0,293700000.0,1650460000.0,595900000.0,17702000000.0,,,,,595900000.0,595900000.0,0.0,595900000.0,582600000.0,13300000.0,13300000.0,736900000.0,766000000.0,189200000.0,-1757600000.0,,-293700000.0,293700000.0,2628100000.0,10843100000.0,5201700000.0,981300000.0,981300000.0,13471200000.0,6858900000.0,20330100000.0,20330100000.0,2024-03-31,,
155941098.688082,0.229291,3537800000.0,680100000.0,680100000.0,1798800000.0,995000000.0,6969500000.0,4217900000.0,3222900000.0,-334000000.0,334000000.0,1274641098.688082,1798800000.0,18210300000.0,253709450.0,253709450.0,7.09,7.09,1798800000.0,1798800000.0,0.0,1798800000.0,-411200000.0,2210000000.0,2210000000.0,662400000.0,2888900000.0,224500000.0,680100000.0,-680100000.0,-334000000.0,334000000.0,2318300000.0,11240800000.0,5655400000.0,995000000.0,995000000.0,13559100000.0,6969500000.0,20528600000.0,20528600000.0,2023-12-31,,
0.0,0.390131,3598200000.0,0.0,0.0,1450600000.0,903400000.0,6775800000.0,3598200000.0,2694800000.0,-441200000.0,441200000.0,1450600000.0,1450600000.0,18030300000.0,253601399.0,253601399.0,5.72,5.72,1450600000.0,1450600000.0,0.0,1450600000.0,85700000.0,1364900000.0,1364900000.0,879200000.0,2253600000.0,385500000.0,0.0,,-441200000.0,441200000.0,2309300000.0,11254500000.0,6092400000.0,903400000.0,903400000.0,13563800000.0,6775800000.0,20339600000.0,20339600000.0,2023-09-30,,
0.0,0.339965,3524700000.0,0.0,0.0,1628200000.0,692700000.0,5153300000.0,3524700000.0,2832000000.0,-313800000.0,313800000.0,1628200000.0,1628200000.0,13492300000.0,253613707.0,253613707.0,6.42,6.42,1628200000.0,1628200000.0,0.0,1628200000.0,-12800000.0,1641000000.0,1641000000.0,856100000.0,2518200000.0,448500000.0,0.0,,-313800000.0,313800000.0,2383500000.0,8339000000.0,4071200000.0,692700000.0,692700000.0,10722500000.0,5153300000.0,15875800000.0,15875800000.0,2023-06-30,,
95775888.442522,0.373687,1913500000.0,256300000.0,256300000.0,765200000.0,695400000.0,6921800000.0,2169800000.0,1474400000.0,582500000.0,180000000.0,604675888.442522,765200000.0,13231100000.0,,,,,765200000.0,765200000.0,0.0,765200000.0,-16200000.0,781400000.0,781400000.0,483700000.0,1294400000.0,-739800000.0,106600000.0,,582500000.0,180000000.0,1510500000.0,6309300000.0,-5363900000.0,695400000.0,441700000.0,7819800000.0,6921800000.0,14741600000.0,14741600000.0,2023-03-31,,
,,,,,,,,,,,,,,,253741176.0,253741176.0,4.25,4.25,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,
0.0,0.314784,4133300000.0,0.0,0.0,1922400000.0,988900000.0,6434900000.0,4133300000.0,3144400000.0,-240500000.0,240500000.0,1922400000.0,1922400000.0,17988000000.0,253614776.0,253614776.0,7.58,7.58,1922400000.0,1922400000.0,0.0,1922400000.0,-69000000.0,1991400000.0,1991400000.0,914100000.0,2903900000.0,206100000.0,0.0,,-240500000.0,240500000.0,2938300000.0,11553100000.0,5685500000.0,988900000.0,988900000.0,14491400000.0,6434900000.0,20926300000.0,20926300000.0,2024-06-30 00:00:00,0.0,0.0
